LID,Glottocode,Language,SelectorID,SelectorLabel,SelectorType,SelectorTypeBinned,IsSelectorSurveyComplete,MarkerID,SelectedRole,ReferentialCondition,CoargumentRoleCondition,CoargumentReferentialCondition,PredicateClassID,SemanticCondition,SyntacticDomainCondition,ClauseRankCondition,CategoryCondition,DiathesisCondition,PolarityCondition
110,icel1247,Icelandic,1251,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,38,S,,,,1,default,,main,,ACT,
110,icel1247,Icelandic,1251,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,38,Atr,,,,2,default,,main,,ACT,
110,icel1247,Icelandic,1251,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,38,Aditr,,,,3,default,,main,,ACT,
110,icel1247,Icelandic,1251,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,38,P,,,,890,default,,main,,ACT,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,S,,,,1,default,,main,,,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,Atr,high,,,2,default,,main,,sympromA,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,P,high,,,2,default,,main,,sympromP,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,Aditr,high,,,3,default,,main,,sympromA,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,G,high,,,3,default,,main,,sympromG,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,T,high,,,3,default,,main,,sympromP,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,Atr,high,,,635,default,,main,,sympromA,
362,taga1270,Tagalog,16,floating quantifier,floating quantifier,controller,TRUE,,P,high,,,635,default,,main,,sympromP,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,S,,,,1,default,,main,,,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,Atr,high,,,2,default,,main,,sympromA,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,P,high,,,2,default,,main,,sympromP,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,Aditr,high,,,3,default,,main,,sympromA,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,G,high,,,3,default,,main,,sympromG,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,T,high,,,3,default,,main,,sympromP,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,Atr,high,,,635,default,,main,,sympromA,
362,taga1270,Tagalog,17,controllee of conjunction reduction,conj. reduction controllee (arg. tr.unspecified),controllee,TRUE,,P,high,,,635,default,,main,,sympromP,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,S,,,,1,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,P,N-def,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,Atr,1sgPro,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,Atr,2sgPro,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,Atr,1plPro,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,Atr,2plPro,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,Atr,1duPro,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,Atr,2duPro,,,2,default,,main,,ACT,
455,cent2127,Yup’ik (Central),96,NOM case,case marker or adposition,case,FALSE,,P,Pro,,,2,default,,main,,ACT,
99,hind1269,Hindi,92,ERG case,case marker or adposition,case,TRUE,29,Atr,,,,2,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,92,ERG case,case marker or adposition,case,TRUE,29,Aditr,,,,3,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,92,ERG case,case marker or adposition,case,TRUE,29,S,,,,19,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,92,ERG case,case marker or adposition,case,TRUE,29,Atr,,,,404,default,,main,99_PTCP,ACT,
99,hind1269,Hindi,92,ERG case,case marker or adposition,case,TRUE,29,Aditr,,,,832,default,,main,99_PTCP,ACT,
162,lezg1247,Lezgi,9,LOC case,case marker or adposition,case,TRUE,1625,P,,,,29,default,,main,,ACT,
162,lezg1247,Lezgi,9,LOC case,case marker or adposition,case,TRUE,1625,P,,,,30,default,,main,,ACT,
162,lezg1247,Lezgi,9,LOC case,case marker or adposition,case,TRUE,1625,G,,,,393,default,,main,,ACT,
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,S,,,,25,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,ADJ,,,,,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,P,N2-sg340,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,T,N2-sg340,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,G,N2-sg340,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,T,N2-sg340,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,Atr,N2-sg340,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,103,ACC case,case marker or adposition,case,TRUE,97,G,N2-sg340,,,822,default,,main,,ACT,AFF
162,lezg1247,Lezgi,10,Imperative formation,imperative,agreement (syntax),TRUE,,S,,,,1,default,,main,,ACT,
162,lezg1247,Lezgi,10,Imperative formation,imperative,agreement (syntax),TRUE,,Atr,,,,2,default,,main,,ACT,
162,lezg1247,Lezgi,10,Imperative formation,imperative,agreement (syntax),TRUE,,Aditr,,,,3,default,,main,,ACT,
162,lezg1247,Lezgi,10,Imperative formation,imperative,agreement (syntax),TRUE,,Atr,,,,28,default,,main,,ACT,
162,lezg1247,Lezgi,10,Imperative formation,imperative,agreement (syntax),TRUE,,Atr,,,,29,default,,main,,ACT,
162,lezg1247,Lezgi,10,Imperative formation,imperative,agreement (syntax),TRUE,,S,,,,32,default,,main,,ACT,
629,chan1310,Chantyal,11,ERG case,case marker or adposition,case,TRUE,974,Atr,,,,2,default,,main,,ACT,
629,chan1310,Chantyal,11,ERG case,case marker or adposition,case,TRUE,974,Aditr,,,,3,default,,main,,ACT,
629,chan1310,Chantyal,12,NOM case,case marker or adposition,case,TRUE,1630,S,,,,1,default,,main,,ACT,
629,chan1310,Chantyal,12,NOM case,case marker or adposition,case,TRUE,1630,P,N-low,,,2,default,,main,,ACT,
629,chan1310,Chantyal,12,NOM case,case marker or adposition,case,TRUE,1630,T,,,,3,default,,main,,ACT,
629,chan1310,Chantyal,12,NOM case,case marker or adposition,case,TRUE,1630,P,,,,686,default,,main,,ACT,
629,chan1310,Chantyal,13,DAT case,case marker or adposition,case,TRUE,1617,P,Pro,,,2,default,,main,,ACT,
629,chan1310,Chantyal,13,DAT case,case marker or adposition,case,TRUE,1617,G,,,,3,default,,main,,ACT,
629,chan1310,Chantyal,13,DAT case,case marker or adposition,case,TRUE,1617,S,,,,65,default,,main,,ACT,
629,chan1310,Chantyal,13,DAT case,case marker or adposition,case,TRUE,1617,P,N-high,,,2,default,,main,,ACT,
629,chan1310,Chantyal,13,DAT case,case marker or adposition,case,TRUE,1617,Atr,,,,686,default,,main,,ACT,
87,stan1295,German,1270,,,,FALSE,,,,,,,,,,,,
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,POSS,,,,,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,P,,,,24,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,P,,,,137,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,P,N1-sg-anim340,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,P,N-pl-anim,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,P,Pro,,,2,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,Pro,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,N-pl-anim,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,N1-sg-anim340,,,3,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,,,,691,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,G,Pro,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,Pro,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,G,N1-sg-anim340,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,N1-sg-anim340,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,Atr,Pro,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,Atr,N1-sg-anim340,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,G,N-pl-anim,,,566,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,T,N-pl-anim,,,567,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,Atr,N-pl-anim,,,782,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,G,Pro,,,822,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,G,N1-sg-anim340,,,822,default,,main,,ACT,AFF
340,russ1263,Russian,18,GEN case,case marker or adposition,case,TRUE,127,G,N-pl-anim,,,822,default,,main,,ACT,AFF
71,dyir1250,Dyirbal,19,DAT case,case marker or adposition,case,TRUE,1631,G,,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,P,1sgPro,,,2,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,P,1plPro,,,2,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,P,2sgPro,,,2,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,P,2plPro,,,2,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,T,1sgPro,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,T,1plPro,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,T,2sgPro,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,T,2plPro,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,P,1duPro,,,2,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,T,1duPro,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,P,2duPro,,,2,default,,main,,ACT,
71,dyir1250,Dyirbal,20,ACC case,case marker or adposition,case,TRUE,1622,T,2duPro,,,3,default,,main,,ACT,
71,dyir1250,Dyirbal,21,conjunction reduction (controllee),conj. reduction (controllee) (deleted arg),controllee,TRUE,,S,,,,1,default,,,,ACT,
71,dyir1250,Dyirbal,21,conjunction reduction (controllee),conj. reduction (controllee) (deleted arg),controllee,TRUE,,P,,,,2,default,,,,ACT,
169,mait1250,Maithili,86,GEN case,,,FALSE,73,S,,,,1,default,,dependent,169_PTCP,ACT,
169,mait1250,Maithili,86,GEN case,,,FALSE,73,Atr,,,,2,default,,dependent,169_PTCP,ACT,
169,mait1250,Maithili,86,GEN case,,,FALSE,73,Aditr,,,,3,default,,dependent,169_PTCP,ACT,
169,mait1250,Maithili,86,GEN case,,,FALSE,73,POSS,,,,,default,,dependent,169_PTCP,ACT,
71,dyir1250,Dyirbal,22,conjunction reduction (controller),conjunction reduction (controller),controller,TRUE,,S,,,,1,default,,,,ACT,
71,dyir1250,Dyirbal,22,conjunction reduction (controller),conjunction reduction (controller),controller,TRUE,,P,,,,2,default,,,,ACT,
87,stan1295,German,99,promoting passive,promoting passive/antipassive,diathesis,TRUE,1659,P,,,,2,default,,main,,n.a.,
87,stan1295,German,99,promoting passive,promoting passive/antipassive,diathesis,TRUE,1659,T,,,,3,default,,main,,n.a.,
87,stan1295,German,1271,participial relative clauses,non-finite construction (controller),controller,FALSE,,S,,,,1,default,,,,ACT,
87,stan1295,German,1271,participial relative clauses,non-finite construction (controller),controller,FALSE,,Atr,,,,2,default,,,,ACT,
87,stan1295,German,1271,participial relative clauses,non-finite construction (controller),controller,FALSE,,Aditr,,,,3,default,,,,ACT,
87,stan1295,German,1271,participial relative clauses,non-finite construction (controller),controller,FALSE,,Atr,,,,91,default,,,,ACT,
71,dyir1250,Dyirbal,23,antipassive (foregrounding),promoting passive/antipassive,diathesis,TRUE,1657,Atr,,,,2,default,,main,,ACT,
404,warl1254,Warlpiri,1272,,,,FALSE,,,,,,,,,,,,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,G,,,,3,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,P,Pro,,,2,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,S,,,,51,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,Atr,,,,332,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,P,N-high,,,2,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,P,Pro,,,394,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,P,N-high,,,394,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,G,,,,52,default,,main,,ACT,
2081,mara1378,Marathi,80,DAT case,case marker or adposition,case,TRUE,1628,P,,,,395,default,,main,,ACT,
404,warl1254,Warlpiri,1273,,,,FALSE,,,,,,,,,,,,
114,ingu1240,Ingush,1275,,,,FALSE,,,,,,,,,,,,
159,lang1324,Lango,100,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,457,S,,,,1,default,,main,159_PFV,ACT,
159,lang1324,Lango,100,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,457,Atr,,,,2,default,,main,159_PFV,ACT,
159,lang1324,Lango,100,S/A agreement,agreement (grammatical),agreement (syntax),TRUE,457,Aditr,,,,3,default,,main,159_PFV,ACT,
580,yidi1250,Yidiny,101,Nonfinite constr. (controllee) / DAT subordinate clause,non-finite construction (controllee),controllee,TRUE,1650,S,,,,1,default,,,,ACT,
580,yidi1250,Yidiny,101,Nonfinite constr. (controllee) / DAT subordinate clause,non-finite construction (controllee),controllee,TRUE,1650,P,,,,2,default,,,,ACT,
175,maor1246,Maori,1278,,,,FALSE,,,,,,,,,,,,
175,maor1246,Maori,1279,,,,FALSE,,,,,,,,,,,,
114,ingu1240,Ingush,1280,,,,FALSE,,,,,,,,,,,,
114,ingu1240,Ingush,1281,,,,FALSE,,,,,,,,,,,,
114,ingu1240,Ingush,534,,,,FALSE,,ARG,N,,,13,default,,main,,ACT,
114,ingu1240,Ingush,1282,,,,FALSE,,,,,,,,,,,,
114,ingu1240,Ingush,1283,,,,FALSE,,,,,,,,,,,,
114,ingu1240,Ingush,89,GEN case,case marker or adposition,case,FALSE,47,,,,,,,,,,,
71,dyir1250,Dyirbal,24,antipassive (backgrounding),promoting passive/antipassive,diathesis,TRUE,1657,P,,,,2,default,,main,,ACT,
169,mait1250,Maithili,85,DAT case,case marker or adposition,case,FALSE,72,,,,,,,,,,,
35,belh1239,Belhare,1285,,,,FALSE,,,,,,,,,,,,
128,kaya1319,Kayardild,1286,,,,FALSE,,,,,,,,,,,,
128,kaya1319,Kayardild,1287,,,,FALSE,,,,,,,,,,,,
128,kaya1319,Kayardild,1288,,,,FALSE,,,,,,,,,,,,
128,kaya1319,Kayardild,1289,,,,FALSE,,,,,,,,,,,,
128,kaya1319,Kayardild,543,,,,FALSE,,S,Pro,,,1,default,,main,,ACT,
128,kaya1319,Kayardild,543,,,,FALSE,,Atr,Pro,,,2,default,,main,,ACT,
128,kaya1319,Kayardild,543,,,,FALSE,,P,Pro,,,2,default,,main,,ACT,
128,kaya1319,Kayardild,543,,,,FALSE,,Aditr,Pro,,,3,default,,main,,ACT,
128,kaya1319,Kayardild,543,,,,FALSE,,G,Pro,,,3,default,,main,,ACT,
128,kaya1319,Kayardild,543,,,,FALSE,,T,Pro,,,3,default,,main,,ACT,
128,kaya1319,Kayardild,1290,,,,FALSE,,,,,,,,,,,,
550,lavu1241,Lavukaleve,98,S/A&P agreement,agreement (grammatical),agreement (syntax),TRUE,1393,S,,,,1,default,,main,,ACT,
550,lavu1241,Lavukaleve,98,S/A&P agreement,agreement (grammatical),agreement (syntax),TRUE,1393,Atr,,,,2,default,,main,,ACT,
550,lavu1241,Lavukaleve,98,S/A&P agreement,agreement (grammatical),agreement (syntax),TRUE,1393,P,,,,2,default,,main,,ACT,
35,belh1239,Belhare,44,light verb control construction (controllee),controllee of control/raising construction (shared arg),controllee,TRUE,,S,,,,1,default,,,,ACT,
35,belh1239,Belhare,44,light verb control construction (controllee),controllee of control/raising construction (shared arg),controllee,TRUE,,P,,,,2,default,,,,ACT,
35,belh1239,Belhare,44,light verb control construction (controllee),controllee of control/raising construction (shared arg),controllee,TRUE,,G,,,,3,default,,,,ACT,
35,belh1239,Belhare,44,light verb control construction (controllee),controllee of control/raising construction (shared arg),controllee,TRUE,,P,,,,102,default,,,,ACT,
35,belh1239,Belhare,44,light verb control construction (controllee),controllee of control/raising construction (shared arg),controllee,TRUE,,P,,,,103,default,,,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,ADJ,,,,,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,1plPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,2sgPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,2plPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,3sgPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,3plPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,1plPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,2sgPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,2plPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,3sgPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,3plPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,N,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,N,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,1duPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Atr,2duPro,,,2,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,1duPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,Aditr,2duPro,,,3,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,P,1plPro,,,103,default,,main,,ACT,
35,belh1239,Belhare,110,ERG case,case marker or adposition,case,TRUE,5,P,2sgPro,,,103,default,,main,,ACT,
