LID,Glottocode,Language,PredicateClassID,PredicateClassLabel,PredicateClassDiscourseFrequency,IndividualPredicateID,IndividualPredicateMeaning,IndividualPredicateSemanticClass,IndividualPredicateMalchukovSemanticClass,PredicateClassDescription
74,stan1293,English,798,ANOMTACC GLOC,frequent,366,pour,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,369,spray,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,383,load,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,427,spill,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,501,wrap,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,557,scatter,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,609,hang,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
74,stan1293,English,798,ANOMTACC GLOC,frequent,613,drop,put_pour_spray_load_fill,Malch_other,"Verbs of putting in a spatial configuration: dangle, lay, lean, perch, rest, sit, stand, suspend Put verbs: put, arrange, install, position, sat, mount, place"
87,stan1295,German,799,ANOM Paus,infrequent,605,consist_of,quality,Malch_other,bestehen (aus) 'consist'
87,stan1295,German,800,ANOM PLOC preposition,frequent,8,move_(to),motion,Malch_motion,directied motion verbs
87,stan1295,German,801,ADAT Pan,very infrequent,330,lack,possession,Malch_other,mangeln (an) ‘to lack’
87,stan1295,German,802,ANOM GACC Tnach,infrequent,229,ask,communication,Malch_other,fragen (nach) 'ask'
87,stan1295,German,803,ANOM GACC Tum,very infrequent,498,feel_envy,emotion,Malch_emotion,beneiden (um) 'envy'
87,stan1295,German,804,ANOM Gan TACC,infrequent,212,get_used_to,cognition,Malch_perception_cognition,"gewöhnen (an) ,accustom’, erinnern (an) ,remind’"
87,stan1295,German,804,ANOM Gan TACC,infrequent,649,remind,communication,Malch_other,"gewöhnen (an) ,accustom’, erinnern (an) ,remind’"
87,stan1295,German,805,ANOM Gvon TACC,infrequent,626,detach,separate_disassemble,Malch_contact,"lösen (von) ,detach’, verlangen (von),demand’, überzeugen (von) ,convince’, sich leihen (von) ,borrow’"
87,stan1295,German,805,ANOM Gvon TACC,infrequent,323,demand,communication,Malch_other,"lösen (von) ,detach’, verlangen (von),demand’, überzeugen (von) ,convince’, sich leihen (von) ,borrow’"
87,stan1295,German,805,ANOM Gvon TACC,infrequent,361,persuade,social_interaction,Malch_other,"lösen (von) ,detach’, verlangen (von),demand’, überzeugen (von) ,convince’, sich leihen (von) ,borrow’"
87,stan1295,German,805,ANOM Gvon TACC,infrequent,382,borrow,change_of_possession,Malch_other,"lösen (von) ,detach’, verlangen (von),demand’, überzeugen (von) ,convince’, sich leihen (von) ,borrow’"
87,stan1295,German,806,ANOM Gvor TACC,infrequent,322,hide,hide,Malch_other,"verstecken (vor) ,hide’, retten (vor) 'save from'"
87,stan1295,German,806,ANOM Gvor TACC,infrequent,627,save_from,help,Malch_other,"verstecken (vor) ,hide’, retten (vor) 'save from'"
87,stan1295,German,807,ANOM Gzu TACC,infrequent,535,appoint_smb_as,name,Malch_other,"zwingen (zu) ,force’, überreden (zu) ,persuade’, ernennen (zu) 'appoint, nominate', wählen (zu) 'elect'"
87,stan1295,German,807,ANOM Gzu TACC,infrequent,536,elect_smb_smth,name,Malch_other,"zwingen (zu) ,force’, überreden (zu) ,persuade’, ernennen (zu) 'appoint, nominate', wählen (zu) 'elect'"
87,stan1295,German,807,ANOM Gzu TACC,infrequent,361,persuade,social_interaction,Malch_other,"zwingen (zu) ,force’, überreden (zu) ,persuade’, ernennen (zu) 'appoint, nominate', wählen (zu) 'elect'"
87,stan1295,German,807,ANOM Gzu TACC,infrequent,321,cause,influence_cause,Malch_other,"zwingen (zu) ,force’, überreden (zu) ,persuade’, ernennen (zu) 'appoint, nominate', wählen (zu) 'elect'"
87,stan1295,German,808,ANOM Gin TACC,very infrequent,395,transform,creation_transformation,Malch_other,"verwandeln (in) ,transform’"
87,stan1295,German,809,ANOM Ggegen TACC,infrequent,429,exchange,change_of_possession,Malch_other,"tauschen (gegen), ,exchange’"
87,stan1295,German,810,ANOM Gfür TACC,very infrequent,429,exchange,change_of_possession,Malch_other,"eintauschen (für) ,exchange’, halten (für) 'take for'"
87,stan1295,German,810,ANOM Gfür TACC,very infrequent,534,consider_smb_smth,name,Malch_perception_cognition,"eintauschen (für) ,exchange’, halten (für) 'take for'"
87,stan1295,German,811,ANOM Pfür,infrequent,217,take_care_of,help,Malch_other,"sorgen (für) 'care for', sich einsetzen (für) 'champion, support'"
87,stan1295,German,811,ANOM Pfür,infrequent,669,support,help,Malch_other,"sorgen (für) 'care for', sich einsetzen (für) 'champion, support'"
87,stan1295,German,812,ANOM GACC Tüber,infrequent,153,say,communication,Malch_other,informieren (über) 'inform'
74,stan1293,English,813,ANOMTof GACC,frequent,340,deprive,remove_wipe_clear,Malch_other,deprive smb of smth
74,stan1293,English,813,ANOMTof GACC,frequent,600,accuse,judge,Malch_other,deprive smb of smth
340,russ1263,Russian,814,ANOM Pna,frequent,134,look_at,perception,Malch_perception_cognition,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,662,rely_on,cognition,Malch_perception_cognition,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,304,resemble,quality,Malch_other,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,209,be_angry_(with),emotion,Malch_emotion,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,225,marry,social_interaction,Malch_contact,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,228,answer,communication,Malch_other,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,231,hope,emotion,Malch_emotion,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,814,ANOM Pna,frequent,234,insist_on,social_interaction,Malch_other,"smotret' (na) 'look at', polagat'sia na 'rely on, poxodit' na 'resemble', serdit'sia na 'be angry about'"
340,russ1263,Russian,815,ANOM Pv,frequent,122,believe,cognition,Malch_perception_cognition,"verit' v 'believe in', nuzhdat'sia v 'need', vstupit' v 'join'"
340,russ1263,Russian,815,ANOM Pv,frequent,327,need,necessity,Malch_other,"verit' v 'believe in', nuzhdat'sia v 'need', vstupit' v 'join'"
340,russ1263,Russian,815,ANOM Pv,frequent,219,join,combine_attach,Malch_contact,"verit' v 'believe in', nuzhdat'sia v 'need', vstupit' v 'join'"
340,russ1263,Russian,815,ANOM Pv,frequent,265,doubt,cognition,Malch_perception_cognition,"verit' v 'believe in', nuzhdat'sia v 'need', vstupit' v 'join'"
340,russ1263,Russian,815,ANOM Pv,frequent,325,be_sure_of,cognition,Malch_perception_cognition,"verit' v 'believe in', nuzhdat'sia v 'need', vstupit' v 'join'"
340,russ1263,Russian,816,ANOM Po,frequent,121,dream_daydream,cognition,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,217,take_care_of,help,Malch_other,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,117,forget,cognition,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,155,know,cognition,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,156,hear,perception,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,230,think,cognition,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,259,find_out,cognition,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,268,be_worried_(about),emotion,Malch_emotion,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,269,be_successful,quality,Malch_other,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,301,guess,cognition,Malch_perception_cognition,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,816,ANOM Po,frequent,345,regret,emotion,Malch_emotion,"dream about, take care about, forget aboutdogadat'sia o 'guess'"
340,russ1263,Russian,817,ANOM Ppo,frequent,326,miss_long_for,emotion,Malch_emotion,skuchat' po 'miss'
340,russ1263,Russian,818,ANOM Ps,frequent,224,meet,social_interaction,Malch_contact,
340,russ1263,Russian,818,ANOM Ps,frequent,241,fight,fight,Malch_other,
340,russ1263,Russian,818,ANOM Ps,frequent,154,speak,communication,Malch_other,
340,russ1263,Russian,818,ANOM Ps,frequent,244,quarrel,social_interaction,Malch_other,
340,russ1263,Russian,818,ANOM Ps,frequent,303,get_to_know,social_interaction,Malch_other,
340,russ1263,Russian,818,ANOM Ps,frequent,316,agree,social_interaction,Malch_other,
340,russ1263,Russian,818,ANOM Ps,frequent,412,bid_farewell,communication,Malch_other,
340,russ1263,Russian,819,ANOM Pnad,frequent,174,laugh,laugh_wink,Malch_other,
340,russ1263,Russian,820,ANOM Pot,frequent,223,get_rid_of,separate_disassemble,Malch_other,
340,russ1263,Russian,820,ANOM Pot,frequent,417,refuse,communication,Malch_other,
340,russ1263,Russian,820,ANOM Pot,frequent,435,recover_from,diseases_and_bodily_states,Malch_other,
340,russ1263,Russian,821,ANOM Pk,frequent,232,address,communication,Malch_other,
340,russ1263,Russian,822,ANOM GACC Tv,frequent,600,accuse,judge,Malch_other,obviniat' v 'accuse'
188,halh1238,Mongolian (Khalkha),824,ANOM GABL TACC,,229,ask,communication,Malch_other,"asuuh 'ask', awah 'take, buy, get', hulgailah 'steal', hasah 'detach, subtract, remove, etc.', ..."
188,halh1238,Mongolian (Khalkha),824,ANOM GABL TACC,,340,deprive,remove_wipe_clear,Malch_other,"asuuh 'ask', awah 'take, buy, get', hulgailah 'steal', hasah 'detach, subtract, remove, etc.', ..."
188,halh1238,Mongolian (Khalkha),824,ANOM GABL TACC,,408,buy,change_of_possession,Malch_other,"asuuh 'ask', awah 'take, buy, get', hulgailah 'steal', hasah 'detach, subtract, remove, etc.', ..."
188,halh1238,Mongolian (Khalkha),824,ANOM GABL TACC,,274,get,change_of_possession,Malch_other,"asuuh 'ask', awah 'take, buy, get', hulgailah 'steal', hasah 'detach, subtract, remove, etc.', ..."
188,halh1238,Mongolian (Khalkha),824,ANOM GABL TACC,,545,steal,remove_wipe_clear,Malch_other,"asuuh 'ask', awah 'take, buy, get', hulgailah 'steal', hasah 'detach, subtract, remove, etc.', ..."
188,halh1238,Mongolian (Khalkha),824,ANOM GABL TACC,,341,remove,remove_wipe_clear,Malch_other,"asuuh 'ask', awah 'take, buy, get', hulgailah 'steal', hasah 'detach, subtract, remove, etc.', ..."
188,halh1238,Mongolian (Khalkha),825,ANOM GACC TINSTR,,501,wrap,put_pour_spray_load_fill,Malch_other,"booh 'wrap', hučih 'cover', hangah 'provide, supply'"
188,halh1238,Mongolian (Khalkha),825,ANOM GACC TINSTR,,367,cover,put_pour_spray_load_fill,Malch_other,"booh 'wrap', hučih 'cover', hangah 'provide, supply'"
188,halh1238,Mongolian (Khalkha),825,ANOM GACC TINSTR,,614,provide,change_of_possession,Malch_other,"booh 'wrap', hučih 'cover', hangah 'provide, supply'"
1896,lele1276,Lele,826,Anom Pposs,infrequent,230,think,cognition,Malch_perception_cognition,"complex predicates with the nominal element 'head', where P is coded as the possessor of head"
1896,lele1276,Lele,826,Anom Pposs,infrequent,350,remember,cognition,Malch_perception_cognition,"complex predicates with the nominal element 'head', where P is coded as the possessor of head"
1896,lele1276,Lele,826,Anom Pposs,infrequent,268,be_worried_(about),emotion,Malch_emotion,"complex predicates with the nominal element 'head', where P is coded as the possessor of head"
1896,lele1276,Lele,827,Anom Pdá,infrequent,389,return,motion,Malch_motion,with Toponyms no preposition
1896,lele1276,Lele,828,Anom Pni,infrequent,115,go,motion,Malch_motion,go to (no ni with toponyms)
1896,lele1276,Lele,829,Anom Pbé,infrequent,153,say,communication,Malch_other,'tell'
1896,lele1276,Lele,830,Anom Tnom Gni,infrequent,336,put,put_pour_spray_load_fill,Malch_other,
28,awtu1239,Awtuw,831,ANOM PPOSS,frequent,136,have,possession,Malch_other,possessive construction
99,hind1269,Hindi,832,A T GLOC,infrequent,336,put,put_pour_spray_load_fill,Malch_other,'put' (Kachru 2006)
87,stan1295,German,833,P-subj.agr,frequent,136,have,possession,Malch_other,"predicates agreeing with the P (NOM) argument: ADAT PNOM:  gehören ‘to belong’, einfallen ‘to occur to smo’, gefallen ‘to please, to appeal to’, genügen ‘to suffice’, fehlen ‘to miss’, auffallen ‘become noticeable, to catch so.'s eye’, leid tun ,feel sorry for’, wehtun ,hurt’, ekeln ,disgust’, schmecken ,be tasty’AACC PNOM: interessieren ‘to be interested’, ärgern ‘to annoy’, enttäuschen ‘to disappoint’, stören ‘to disturb’, wurmen ‘nettle, rankle’, nerven ‘to annoy, nerve’, jucken ,itch’, irritieren ,irritate’, (er)freuen ,delight, please’, überraschen 'surprise', erstaunen 'astonish', langweilen 'bore'"
87,stan1295,German,833,P-subj.agr,frequent,324,become_aware_of,cognition,Malch_perception_cognition,"predicates agreeing with the P (NOM) argument: ADAT PNOM:  gehören ‘to belong’, einfallen ‘to occur to smo’, gefallen ‘to please, to appeal to’, genügen ‘to suffice’, fehlen ‘to miss’, auffallen ‘become noticeable, to catch so.'s eye’, leid tun ,feel sorry for’, wehtun ,hurt’, ekeln ,disgust’, schmecken ,be tasty’AACC PNOM: interessieren ‘to be interested’, ärgern ‘to annoy’, enttäuschen ‘to disappoint’, stören ‘to disturb’, wurmen ‘nettle, rankle’, nerven ‘to annoy, nerve’, jucken ,itch’, irritieren ,irritate’, (er)freuen ,delight, please’, überraschen 'surprise', erstaunen 'astonish', langweilen 'bore'"
87,stan1295,German,833,P-subj.agr,frequent,109,love,emotion,Malch_emotion,"predicates agreeing with the P (NOM) argument: ADAT PNOM:  gehören ‘to belong’, einfallen ‘to occur to smo’, gefallen ‘to please, to appeal to’, genügen ‘to suffice’, fehlen ‘to miss’, auffallen ‘become noticeable, to catch so.'s eye’, leid tun ,feel sorry for’, wehtun ,hurt’, ekeln ,disgust’, schmecken ,be tasty’AACC PNOM: interessieren ‘to be interested’, ärgern ‘to annoy’, enttäuschen ‘to disappoint’, stören ‘to disturb’, wurmen ‘nettle, rankle’, nerven ‘to annoy, nerve’, jucken ,itch’, irritieren ,irritate’, (er)freuen ,delight, please’, überraschen 'surprise', erstaunen 'astonish', langweilen 'bore'"
87,stan1295,German,833,P-subj.agr,frequent,353,suffice,measure,Malch_other,"predicates agreeing with the P (NOM) argument: ADAT PNOM:  gehören ‘to belong’, einfallen ‘to occur to smo’, gefallen ‘to please, to appeal to’, genügen ‘to suffice’, fehlen ‘to miss’, auffallen ‘become noticeable, to catch so.'s eye’, leid tun ,feel sorry for’, wehtun ,hurt’, ekeln ,disgust’, schmecken ,be tasty’AACC PNOM: interessieren ‘to be interested’, ärgern ‘to annoy’, enttäuschen ‘to disappoint’, stören ‘to disturb’, wurmen ‘nettle, rankle’, nerven ‘to annoy, nerve’, jucken ,itch’, irritieren ,irritate’, (er)freuen ,delight, please’, überraschen 'surprise', erstaunen 'astonish', langweilen 'bore'"
87,stan1295,German,833,P-subj.agr,frequent,330,lack,possession,Malch_other,"predicates agreeing with the P (NOM) argument: ADAT PNOM:  gehören ‘to belong’, einfallen ‘to occur to smo’, gefallen ‘to please, to appeal to’, genügen ‘to suffice’, fehlen ‘to miss’, auffallen ‘become noticeable, to catch so.'s eye’, leid tun ,feel sorry for’, wehtun ,hurt’, ekeln ,disgust’, schmecken ,be tasty’AACC PNOM: interessieren ‘to be interested’, ärgern ‘to annoy’, enttäuschen ‘to disappoint’, stören ‘to disturb’, wurmen ‘nettle, rankle’, nerven ‘to annoy, nerve’, jucken ,itch’, irritieren ,irritate’, (er)freuen ,delight, please’, überraschen 'surprise', erstaunen 'astonish', langweilen 'bore'"
