ID,Parameter_ID,Name,Description
970,554,split,Marker has multiple parts that occur at different positions
971,555,prae,Marker occurs before its phonological host
972,556,prae,Marker occurs before its phonological host
973,556,post,Marker occurs after its phonological host
974,557,prae,Marker occurs before its phonological host
975,557,in/simul,Marker occurs inside its phonological host
976,557,post,Marker occurs after its phonological host
977,557,split,Marker has multiple parts that occur at different positions
978,557,multiple,multiple markers at different positions
979,558,prae,Marker occurs before its phonological host
980,558,in/simul,Marker occurs inside its phonological host
981,558,post,Marker occurs after its phonological host
982,558,split,Marker has multiple parts that occur at different positions
983,558,multiple,multiple markers at different positions
984,559,prae,Marker occurs before its phonological host
985,559,post,Marker occurs after its phonological host
986,559,split,Marker has multiple parts that occur at different positions
987,560,prae,Marker occurs before its phonological host
988,560,post,Marker occurs after its phonological host
989,561,post,Marker occurs after its phonological host
990,561,split,Marker has multiple parts that occur at different positions
991,562,prae,Marker occurs before its phonological host
992,562,in/simul,Marker occurs inside its phonological host
993,562,post,Marker occurs after its phonological host
994,562,split,Marker has multiple parts that occur at different positions
995,562,multiple,multiple markers at different positions
996,563,prae,Marker occurs before its phonological host
997,563,in/simul,Marker occurs inside its phonological host
998,563,post,Marker occurs after its phonological host
999,563,split,Marker has multiple parts that occur at different positions
1000,563,multiple,multiple markers at different positions
1001,564,prae,Marker occurs before its phonological host
1002,564,post,Marker occurs after its phonological host
1003,564,split,Marker has multiple parts that occur at different positions
1004,564,multiple,multiple markers at different positions
1005,565,prae,Marker occurs before its phonological host
1006,565,post,Marker occurs after its phonological host
1007,565,split,Marker has multiple parts that occur at different positions
1008,565,multiple,multiple markers at different positions
1009,566,prae,Marker occurs before its phonological host
1010,567,prae,Marker occurs before its phonological host
1011,567,post,Marker occurs after its phonological host
1012,568,prae,Marker occurs before its phonological host
1013,568,in/simul,Marker occurs inside its phonological host
1014,568,post,Marker occurs after its phonological host
1015,568,multiple,multiple markers at different positions
1016,569,prae,Marker occurs before its phonological host
1017,569,post,Marker occurs after its phonological host
1018,569,split,Marker has multiple parts that occur at different positions
1019,570,prae,Marker occurs before its phonological host
1020,571,prae,Marker occurs before its phonological host
1021,571,post,Marker occurs after its phonological host
1022,572,prae,Marker occurs before its phonological host
1023,572,post,Marker occurs after its phonological host
1024,573,prae,Marker occurs before its phonological host
1025,573,in/simul,Marker occurs inside its phonological host
1026,573,post,Marker occurs after its phonological host
1027,573,multiple,multiple markers at different positions
1028,574,post,Marker occurs after its phonological host
1029,575,in/simul,Marker occurs inside its phonological host
1030,575,post,Marker occurs after its phonological host
1031,576,post,Marker occurs after its phonological host
1032,577,prae,Marker occurs before its phonological host
1033,577,in/simul,Marker occurs inside its phonological host
1034,577,post,Marker occurs after its phonological host
1035,578,prae,Marker occurs before its phonological host
1036,578,in/simul,Marker occurs inside its phonological host
1037,578,post,Marker occurs after its phonological host
1038,578,multiple,multiple markers at different positions
1039,579,post,Marker occurs after its phonological host
1040,581,prae,Marker occurs before its phonological host
1041,581,in/simul,Marker occurs inside its phonological host
1042,581,post,Marker occurs after its phonological host
1043,582,post,Marker occurs after its phonological host
1044,582,split,Marker has multiple parts that occur at different positions
1045,583,prae,Marker occurs before its phonological host
1046,583,post,Marker occurs after its phonological host
1047,583,multiple,multiple markers at different positions
1048,585,post,Marker occurs after its phonological host
1049,586,prae,Marker occurs before its phonological host
1050,586,post,Marker occurs after its phonological host
1051,587,post,Marker occurs after its phonological host
1052,588,in/simul,Marker occurs inside its phonological host
1053,588,post,Marker occurs after its phonological host
1054,589,prae,Marker occurs before its phonological host
1055,589,post,Marker occurs after its phonological host
1056,590,prae,Marker occurs before its phonological host
1057,590,post,Marker occurs after its phonological host
1058,591,post,Marker occurs after its phonological host
1059,592,post,Marker occurs after its phonological host
1060,593,post,Marker occurs after its phonological host
1061,594,post,Marker occurs after its phonological host
1062,595,prae,Marker occurs before its phonological host
1063,595,post,Marker occurs after its phonological host
1064,596,post,Marker occurs after its phonological host
1065,597,post,Marker occurs after its phonological host
1066,598,post,Marker occurs after its phonological host
1067,599,prae,Marker occurs before its phonological host
1068,600,post,Marker occurs after its phonological host
1069,601,post,Marker occurs after its phonological host
1070,605,prae,Marker occurs before its phonological host
1071,605,post,Marker occurs after its phonological host
1072,605,split,Marker has multiple parts that occur at different positions (before or after)
1073,605,multiple,multiple markers at different positions
1074,606,prae,Marker occurs before its phonological host
1075,606,in,Marker occurs inside its phonological host
1076,606,post,Marker occurs after its phonological host
1077,606,split,Marker has multiple parts that occur at different positions (before or after)
1078,606,simul,Marker has multiple parts that occur at different positions inside the host
1079,607,prae,Marker occurs before its phonological host
1080,607,post,Marker occurs after its phonological host
1081,607,split,Marker has multiple parts that occur at different positions (before or after)
1082,607,multiple,multiple markers at different positions
1083,608,prae,Marker occurs before its phonological host
1084,608,post,Marker occurs after its phonological host
1085,608,split,Marker has multiple parts that occur at different positions (before or after)
1086,608,multiple,multiple markers at different positions
1087,609,prae,Marker occurs before its phonological host
1088,609,post,Marker occurs after its phonological host
1089,609,split,Marker has multiple parts that occur at different positions (before or after)
1090,610,prae,Marker occurs before its phonological host
1091,610,post,Marker occurs after its phonological host
1092,610,split,Marker has multiple parts that occur at different positions (before or after)
1093,611,prae,Marker occurs before its phonological host
1094,611,post,Marker occurs after its phonological host
1095,611,split,Marker has multiple parts that occur at different positions (before or after)
1096,612,prae,Marker occurs before its phonological host
1097,613,prae,Marker occurs before its phonological host
1098,613,post,Marker occurs after its phonological host
1099,614,prae,Marker occurs before its phonological host
1100,614,in,Marker occurs inside its phonological host
1101,614,post,Marker occurs after its phonological host
1102,614,split,Marker has multiple parts that occur at different positions (before or after)
1103,614,multiple,multiple markers at different positions
1104,615,prae,Marker occurs before its phonological host
1105,615,in,Marker occurs inside its phonological host
1106,615,post,Marker occurs after its phonological host
1107,615,split,Marker has multiple parts that occur at different positions (before or after)
1108,615,simul,Marker has multiple parts that occur at different positions inside the host
1109,615,multiple,multiple markers at different positions
1110,616,prae,Marker occurs before its phonological host
1111,616,post,Marker occurs after its phonological host
1112,616,split,Marker has multiple parts that occur at different positions (before or after)
1113,617,prae,Marker occurs before its phonological host
1114,617,post,Marker occurs after its phonological host
1115,618,post,Marker occurs after its phonological host
1116,618,split,Marker has multiple parts that occur at different positions (before or after)
1117,619,prae,Marker occurs before its phonological host
1118,619,in,Marker occurs inside its phonological host
1119,619,post,Marker occurs after its phonological host
1120,619,split,Marker has multiple parts that occur at different positions (before or after)
1121,619,multiple,multiple markers at different positions
1122,620,prae,Marker occurs before its phonological host
1123,620,in,Marker occurs inside its phonological host
1124,620,post,Marker occurs after its phonological host
1125,620,split,Marker has multiple parts that occur at different positions (before or after)
1126,620,multiple,multiple markers at different positions
1127,621,prae,Marker occurs before its phonological host
1128,621,post,Marker occurs after its phonological host
1129,621,split,Marker has multiple parts that occur at different positions (before or after)
1130,621,multiple,multiple markers at different positions
1131,622,prae,Marker occurs before its phonological host
1132,622,post,Marker occurs after its phonological host
1133,622,split,Marker has multiple parts that occur at different positions (before or after)
1134,622,multiple,multiple markers at different positions
1135,623,prae,Marker occurs before its phonological host
1136,624,prae,Marker occurs before its phonological host
1137,624,post,Marker occurs after its phonological host
1138,625,prae,Marker occurs before its phonological host
1139,625,in,Marker occurs inside its phonological host
1140,625,post,Marker occurs after its phonological host
1141,625,multiple,multiple markers at different positions
1142,626,prae,Marker occurs before its phonological host
1143,626,post,Marker occurs after its phonological host
1144,626,split,Marker has multiple parts that occur at different positions (before or after)
1145,627,prae,Marker occurs before its phonological host
1146,628,prae,Marker occurs before its phonological host
1147,628,post,Marker occurs after its phonological host
1148,629,prae,Marker occurs before its phonological host
1149,629,post,Marker occurs after its phonological host
1150,630,prae,Marker occurs before its phonological host
1151,630,in,Marker occurs inside its phonological host
1152,630,post,Marker occurs after its phonological host
1153,630,multiple,multiple markers at different positions
1154,631,post,Marker occurs after its phonological host
1155,632,in,Marker occurs inside its phonological host
1156,632,post,Marker occurs after its phonological host
1157,633,post,Marker occurs after its phonological host
1158,634,prae,Marker occurs before its phonological host
1159,634,in,Marker occurs inside its phonological host
1160,634,post,Marker occurs after its phonological host
1161,635,prae,Marker occurs before its phonological host
1162,635,in,Marker occurs inside its phonological host
1163,635,post,Marker occurs after its phonological host
1164,635,multiple,multiple markers at different positions
1165,636,post,Marker occurs after its phonological host
1166,638,prae,Marker occurs before its phonological host
1167,638,in,Marker occurs inside its phonological host
1168,638,post,Marker occurs after its phonological host
1169,639,post,Marker occurs after its phonological host
1170,639,split,Marker has multiple parts that occur at different positions (before or after)
1171,640,prae,Marker occurs before its phonological host
1172,640,post,Marker occurs after its phonological host
1173,640,multiple,multiple markers at different positions
1174,642,post,Marker occurs after its phonological host
1175,643,prae,Marker occurs before its phonological host
1176,643,post,Marker occurs after its phonological host
1177,644,post,Marker occurs after its phonological host
1178,645,post,Marker occurs after its phonological host
1179,645,simul,Marker has multiple parts that occur at different positions inside the host
1180,646,prae,Marker occurs before its phonological host
1181,646,post,Marker occurs after its phonological host
1182,647,prae,Marker occurs before its phonological host
1183,647,post,Marker occurs after its phonological host
1184,648,post,Marker occurs after its phonological host
1185,649,post,Marker occurs after its phonological host
1186,650,post,Marker occurs after its phonological host
1187,651,post,Marker occurs after its phonological host
1188,652,prae,Marker occurs before its phonological host
1189,652,post,Marker occurs after its phonological host
1190,653,post,Marker occurs after its phonological host
1191,654,post,Marker occurs after its phonological host
1192,655,post,Marker occurs after its phonological host
1193,656,prae,Marker occurs before its phonological host
1194,657,post,Marker occurs after its phonological host
1195,658,post,Marker occurs after its phonological host
1196,833,prae,before the phonological host
1197,833,post,after the phonological host
1198,833,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1199,833,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1200,833,post (prae),"after the phonological host by default, before the host under exceptional conditions (typically lexical)"
1201,833,post (in),"after the phonological host by default, inside the host under exceptional conditions (typically lexical)"
1202,833,multiple,multiple markers at different positions
1203,834,prae,before the phonological host
1204,834,in,inside the phonological host
1205,834,post,after the phonological host
1206,834,simul,"the formative has two exponents at different positions in the phonological host (but it is not the case that one is positioned before and the other after the host, which is coded as “circum”)"
1207,834,circum,"the formative has two exponents, one before and one after the phonological host. This is a special case of the “simul” position"
1208,834,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1209,834,post (prae),"after the phonological host by default, before the host under exceptional conditions (typically lexical)"
1210,834,prae/circum,"either before or around the phonological host, conditioned by some structural context (category, syntax etc.)"
1211,834,post/prae (simul),"either before, after or in two or more positions in the phonological host, conditioned by some structural context (category, syntax etc.)"
1212,834,prae (in),"before the phonological host by default, inside the host under exceptional conditions (typically lexical)"
1213,835,prae,before the phonological host
1214,835,in,inside the phonological host
1215,835,post,after the phonological host
1216,835,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1217,835,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1218,835,prae (post),"before the phonological host by default, after the host under exceptional conditions (typically lexical)"
1219,835,multiple,multiple markers at different positions
1220,836,prae,before the phonological host
1221,836,post,after the phonological host
1222,836,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1223,837,prae,before the phonological host
1224,838,prae,before the phonological host
1225,838,in,inside the phonological host
1226,838,post,after the phonological host
1227,838,in (post),"inside the phonological host by default, after the host under exceptional conditions (typically lexical)"
1228,838,multiple,multiple markers at different positions
1229,839,prae,before the phonological host
1230,839,in,inside the phonological host
1231,839,post,after the phonological host
1232,839,in/post,"either inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1233,839,multiple,multiple markers at different positions
1234,840,post,after the phonological host
1235,841,prae,before the phonological host
1236,841,in,inside the phonological host
1237,841,post,after the phonological host
1238,843,prae,before the phonological host
1239,843,post,after the phonological host
1240,843,simul (post),"in two or more different positions in the phonological host by default, after the host under exceptional conditions (typically lexical)"
1241,844,prae,before the phonological host
1242,844,post,after the phonological host
1243,848,prae,Marker occurs before its phonological host
1244,848,post,Marker occurs after its phonological host
1245,848,split,Marker has multiple parts that occur at different positions
1246,848,multiple,multiple markers at different positions
1247,849,prae,Marker occurs before its phonological host
1248,849,in/simul,Marker occurs inside its phonological host
1249,849,post,Marker occurs after its phonological host
1250,849,split,Marker has multiple parts that occur at different positions
1251,850,prae,Marker occurs before its phonological host
1252,850,in/simul,Marker occurs inside its phonological host
1253,850,post,Marker occurs after its phonological host
1254,850,split,Marker has multiple parts that occur at different positions
1255,850,multiple,multiple markers at different positions
1256,851,prae,Marker occurs before its phonological host
1257,851,post,Marker occurs after its phonological host
1258,851,split,Marker has multiple parts that occur at different positions
1259,852,prae,Marker occurs before its phonological host
1260,853,prae,Marker occurs before its phonological host
1261,853,in/simul,Marker occurs inside its phonological host
1262,853,post,Marker occurs after its phonological host
1263,853,multiple,multiple markers at different positions
1264,854,prae,Marker occurs before its phonological host
1265,854,in/simul,Marker occurs inside its phonological host
1266,854,post,Marker occurs after its phonological host
1267,854,split,Marker has multiple parts that occur at different positions
1268,854,multiple,multiple markers at different positions
1269,855,post,Marker occurs after its phonological host
1270,856,prae,Marker occurs before its phonological host
1271,856,in/simul,Marker occurs inside its phonological host
1272,856,post,Marker occurs after its phonological host
1273,858,prae,Marker occurs before its phonological host
1274,858,in/simul,Marker occurs inside its phonological host
1275,858,post,Marker occurs after its phonological host
1276,859,prae,Marker occurs before its phonological host
1277,859,post,Marker occurs after its phonological host
1278,863,prae,Marker occurs before its phonological host
1279,863,post,Marker occurs after its phonological host
1280,863,split,Marker has multiple parts that occur at different positions (before or after)
1281,863,multiple,multiple markers at different positions
1282,864,prae,Marker occurs before its phonological host
1283,864,in,Marker occurs inside its phonological host
1284,864,post,Marker occurs after its phonological host
1285,864,split,Marker has multiple parts that occur at different positions (before or after)
1286,864,simul,Marker has multiple parts that occur at different positions inside the host
1287,865,prae,Marker occurs before its phonological host
1288,865,in,Marker occurs inside its phonological host
1289,865,post,Marker occurs after its phonological host
1290,865,split,Marker has multiple parts that occur at different positions (before or after)
1291,865,multiple,multiple markers at different positions
1292,866,prae,Marker occurs before its phonological host
1293,866,post,Marker occurs after its phonological host
1294,866,split,Marker has multiple parts that occur at different positions (before or after)
1295,867,prae,Marker occurs before its phonological host
1296,868,prae,Marker occurs before its phonological host
1297,868,in,Marker occurs inside its phonological host
1298,868,post,Marker occurs after its phonological host
1299,868,multiple,multiple markers at different positions
1300,869,prae,Marker occurs before its phonological host
1301,869,in,Marker occurs inside its phonological host
1302,869,post,Marker occurs after its phonological host
1303,869,split,Marker has multiple parts that occur at different positions (before or after)
1304,869,multiple,multiple markers at different positions
1305,870,post,Marker occurs after its phonological host
1306,871,prae,Marker occurs before its phonological host
1307,871,in,Marker occurs inside its phonological host
1308,871,post,Marker occurs after its phonological host
1309,873,prae,Marker occurs before its phonological host
1310,873,post,Marker occurs after its phonological host
1311,873,simul,Marker has multiple parts that occur at different positions inside the host
1312,874,prae,Marker occurs before its phonological host
1313,874,post,Marker occurs after its phonological host
1314,923,prae,before the phonological host
1315,923,in,inside the phonological host
1316,923,post,after the phonological host
1317,923,simul,"the formative has two exponents at different positions in the phonological host (but it is not the case that one is positioned before and the other after the host, which is coded as “circum”)"
1318,923,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1319,923,Wackernagel,DO NOT USE (Wackernagel is defined as Behavior = Initial and Position = post) -- see log 77
1320,923,prae/post/circum,"either before, after or around the phonological host, conditioned by some structural context (category, syntax etc.)"
1321,923,prae/in/post,"either before, inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1322,923,prae (post),"before the phonological host by default, after the host under exceptional conditions (typically lexical)"
1323,923,post (in),"after the phonological host by default, inside the host under exceptional conditions (typically lexical)"
1324,923,post/prae (simul),"either before, after or in two or more positions in the phonological host, conditioned by some structural context (category, syntax etc.)"
1325,923,prae/post/in/circum,"either before, after, inside or around the phonological host, conditioned by some structural context (category, syntax etc.)"
1326,924,prae,before the phonological host
1327,924,in,inside the phonological host
1328,924,post,after the phonological host
1329,924,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1330,924,post (prae),"after the phonological host by default, before the host under exceptional conditions (typically lexical)"
1331,924,Wackernagel,DO NOT USE (Wackernagel is defined as Behavior = Initial and Position = post) -- see log 77
1332,924,prae/post/circum,"either before, after or around the phonological host, conditioned by some structural context (category, syntax etc.)"
1333,924,prae/in/post,"either before, inside or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1334,924,prae (post),"before the phonological host by default, after the host under exceptional conditions (typically lexical)"
1335,924,post/prae (simul),"either before, after or in two or more positions in the phonological host, conditioned by some structural context (category, syntax etc.)"
1336,925,prae,before the phonological host
1337,925,post,after the phonological host
1338,926,prae,before the phonological host
1339,926,post,after the phonological host
1340,926,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1341,926,prae (post),"before the phonological host by default, after the host under exceptional conditions (typically lexical)"
1342,927,prae,before the phonological host
1343,927,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1344,928,post,after the phonological host
1345,929,prae,before the phonological host
1346,930,post,after the phonological host
1347,930,post (in),"after the phonological host by default, inside the host under exceptional conditions (typically lexical)"
1348,931,prae,before the phonological host
1349,932,post,after the phonological host
1350,933,prae,before the phonological host
1351,934,post,after the phonological host
1352,935,prae/post,"either before or after the phonological host, conditioned by some structural context (category, syntax etc.)"
1353,936,post,after the phonological host
1354,940,prae,Marker occurs before its phonological host
1355,940,in/simul,Marker occurs inside its phonological host
1356,940,post,Marker occurs after its phonological host
1357,940,split,Marker has multiple parts that occur at different positions
1358,941,prae,Marker occurs before its phonological host
1359,941,in/simul,Marker occurs inside its phonological host
1360,941,post,Marker occurs after its phonological host
1361,941,split,Marker has multiple parts that occur at different positions
1362,942,prae,Marker occurs before its phonological host
1363,942,post,Marker occurs after its phonological host
1364,943,prae,Marker occurs before its phonological host
1365,943,post,Marker occurs after its phonological host
1366,943,split,Marker has multiple parts that occur at different positions
1367,944,prae,Marker occurs before its phonological host
1368,944,split,Marker has multiple parts that occur at different positions
1369,945,post,Marker occurs after its phonological host
1370,946,prae,Marker occurs before its phonological host
1371,947,post,Marker occurs after its phonological host
1372,948,prae,Marker occurs before its phonological host
1373,949,post,Marker occurs after its phonological host
1374,950,prae,Marker occurs before its phonological host
1375,951,post,Marker occurs after its phonological host
1376,952,split,Marker has multiple parts that occur at different positions
1377,953,post,Marker occurs after its phonological host
1378,957,prae,Marker occurs before its phonological host
1379,957,in,Marker occurs inside its phonological host
1380,957,post,Marker occurs after its phonological host
1381,957,split,Marker has multiple parts that occur at different positions (before or after)
1382,957,simul,Marker has multiple parts that occur at different positions inside the host
1383,958,prae,Marker occurs before its phonological host
1384,958,in,Marker occurs inside its phonological host
1385,958,post,Marker occurs after its phonological host
1386,958,split,Marker has multiple parts that occur at different positions (before or after)
1387,959,prae,Marker occurs before its phonological host
1388,959,post,Marker occurs after its phonological host
1389,960,prae,Marker occurs before its phonological host
1390,960,post,Marker occurs after its phonological host
1391,960,split,Marker has multiple parts that occur at different positions (before or after)
1392,961,prae,Marker occurs before its phonological host
1393,961,split,Marker has multiple parts that occur at different positions (before or after)
1394,962,post,Marker occurs after its phonological host
1395,963,prae,Marker occurs before its phonological host
1396,964,post,Marker occurs after its phonological host
1397,965,prae,Marker occurs before its phonological host
1398,966,post,Marker occurs after its phonological host
1399,967,prae,Marker occurs before its phonological host
1400,968,post,Marker occurs after its phonological host
1401,969,split,Marker has multiple parts that occur at different positions (before or after)
1402,970,post,Marker occurs after its phonological host
