"LID","IndividualPredicateMeaning","PredicateSemanticMalchukovClass","ValClassLabel","ValClassDescription","ValClassDiscourseFreq","ValClassID","ValClassSize","PredicateSemanticClass"
558,"regret","Malch_emotion","Sdat","1) Sensory and mental experiences
2) Emotional experiences
3) Physical and biological experiences
feel angry, feel sick, sleepy, ashamed, hot, cold, warm, happy, astonished, ennui, perspire, tired, giddy, thirsty, proud, annoyed, confused, feel repentence, feel fire, feel smoke, fill stiff, feel itch, have ears buzzing, feel glare, rejoice","infrequent",938,"medium (<20 verbs)","emotion"
558,"feel_hot","Malch_sensation","Sdat","1) Sensory and mental experiences
2) Emotional experiences
3) Physical and biological experiences
feel angry, feel sick, sleepy, ashamed, hot, cold, warm, happy, astonished, ennui, perspire, tired, giddy, thirsty, proud, annoyed, confused, feel repentence, feel fire, feel smoke, fill stiff, feel itch, have ears buzzing, feel glare, rejoice","infrequent",938,"medium (<20 verbs)","sensation"
558,"be_stiff","Malch_other","Sdat","1) Sensory and mental experiences
2) Emotional experiences
3) Physical and biological experiences
feel angry, feel sick, sleepy, ashamed, hot, cold, warm, happy, astonished, ennui, perspire, tired, giddy, thirsty, proud, annoyed, confused, feel repentence, feel fire, feel smoke, fill stiff, feel itch, have ears buzzing, feel glare, rejoice","infrequent",938,"medium (<20 verbs)","diseases_and_bodily_states"
558,"feel_dizzy","Malch_sensation","Sdat","1) Sensory and mental experiences
2) Emotional experiences
3) Physical and biological experiences
feel angry, feel sick, sleepy, ashamed, hot, cold, warm, happy, astonished, ennui, perspire, tired, giddy, thirsty, proud, annoyed, confused, feel repentence, feel fire, feel smoke, fill stiff, feel itch, have ears buzzing, feel glare, rejoice","infrequent",938,"medium (<20 verbs)","sensation"
558,"sweat","Malch_other","Sdat","1) Sensory and mental experiences
2) Emotional experiences
3) Physical and biological experiences
feel angry, feel sick, sleepy, ashamed, hot, cold, warm, happy, astonished, ennui, perspire, tired, giddy, thirsty, proud, annoyed, confused, feel repentence, feel fire, feel smoke, fill stiff, feel itch, have ears buzzing, feel glare, rejoice","infrequent",938,"medium (<20 verbs)","bodily_emission"
558,"have_ears_buzzing","Malch_sensation","Sdat","1) Sensory and mental experiences
2) Emotional experiences
3) Physical and biological experiences
feel angry, feel sick, sleepy, ashamed, hot, cold, warm, happy, astonished, ennui, perspire, tired, giddy, thirsty, proud, annoyed, confused, feel repentence, feel fire, feel smoke, fill stiff, feel itch, have ears buzzing, feel glare, rejoice","infrequent",938,"medium (<20 verbs)","perception"
687,"kill","Malch_effective_action","Obj.-agr. verbs","kill, place/put",,939,,"kill"
687,"put","Malch_other","Obj.-agr. verbs","kill, place/put",,939,,"put_pour_spray_load_fill"
1628,"be_able","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","ability"
1628,"lose","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","lose"
1628,"get","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","change_of_possession"
1628,"understand","Malch_perception_cognition","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","cognition"
1628,"kill","Malch_effective_action","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","kill"
1628,"harm","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","hurt"
1628,"catch","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","change_of_possession"
1628,"drop","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","put_pour_spray_load_fill"
1628,"save_from","Malch_other","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","help"
1628,"defeat","Malch_effective_action","Aobj Pnom","loa’a	‘find, get’
hiki		‘can, be able’
maopopo 	‘understand’
ola		‘live, save’
‘eha		‘hurt, be in pain’
hina	''fall’
make	‘die’
lilo		‘be lost, gone’
eo	'win, defeat'

S.H. Elbert & M.K. Pukui (1979)","frequent",940,"big (>20 verbs)","fight"
17,"believe","Malch_perception_cognition","Adat","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,941,,"cognition"
17,"feel_happy_(about)","Malch_emotion","Adat","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,941,,"emotion"
17,"seem","Malch_other","Adat","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,941,,"seem"
17,"remember","Malch_perception_cognition","Adat","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,941,,"cognition"
17,"happen","Malch_other","Adat","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,941,,"happening"
17,"believe","Malch_perception_cognition","Vtr-noagr","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,942,,"cognition"
17,"feel_happy_(about)","Malch_emotion","Vtr-noagr","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,942,,"emotion"
17,"seem","Malch_other","Vtr-noagr","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,942,,"seem"
17,"remember","Malch_perception_cognition","Vtr-noagr","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,942,,"cognition"
17,"happen","Malch_other","Vtr-noagr","besohet	'believe'
bëhet		'make' ('cause'?)
duket		'seem'
kujtohet	'recall'
ndodh		'happen'
pëlqen			'please'
qëllon		'happen'
rastis		'chance, happen'

(Newmark et al. 1982:28)",,942,,"happening"
17,"be_hungry","Malch_sensation","Sdat",,,943,,"sensation"
17,"feel_nervous","Malch_emotion","Sdat",,,943,,"emotion"
1542,"approach","Malch_motion","Aabs Plat","Verbs of motion:
-aq’e-		‘come’
-iλʼi- 		‘go’
		…","very frequent",944,"small (<10 verbs)","motion"
1542,"go","Malch_motion","Aabs Plat","Verbs of motion:
-aq’e-		‘come’
-iλʼi- 		‘go’
		…","very frequent",944,"small (<10 verbs)","motion"
1542,"go","Malch_motion","Aabs Pdir","Subset of motion verbs of unknown size:
-iλʼi- 		‘go’
		…","very frequent",945,"small (<10 verbs)","motion"
1542,"shout_(at)","Malch_other","Aabs Patlat","qara:-			‘shout at’","very infrequent",946,"very small (<5 verbs)","sound_emission"
1542,"wait_for","Malch_pursuit","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","persuit"
1542,"touch","Malch_contact","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","touch"
1542,"miss_long_for","Malch_emotion","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","emotion"
1542,"affect","Malch_other","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","influence_cause"
1542,"swell","Malch_other","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","diseases_and_bodily_states"
1542,"approve","Malch_emotion","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","emotion"
1542,"disappear","Malch_other","Aabs Patess","-aɣwi-			‘be/become full, swell’ (‘because of X’)
gegwe-	‘be/get lost, disappear’	
huli-			‘long for’			
c’aq’i-		‘impinge on’			
-iti-			‘touch’				
muk’ur -iq-	‘approve, subordinate’	
-eze-		‘wait’","infrequent",947,"small (<10 verbs)","appearance_disappearance"
1542,"be_surprised","Malch_emotion","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","emotion"
1542,"believe","Malch_perception_cognition","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","cognition"
1542,"look_at","Malch_perception_cognition","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","perception"
1542,"feel_happy_(about)","Malch_emotion","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","emotion"
1542,"feel_sorry_about","Malch_emotion","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","emotion"
1542,"doubt","Malch_perception_cognition","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","cognition"
1542,"remember","Malch_perception_cognition","Aabs Pspress","""many pschological and perceptive processes"":
boži -iq-		‘believe’	
šak(ɬezi) -iq-		‘doubt’				
gurħezi -iq-		‘feel sorry’			
razi -iq-		‘be happy about’
-eze-				‘look at’
			‘remember’
			‘be surprised’
			…","frequent",948,"big (>20 verbs)","cognition"
1542,"look_at","Malch_perception_cognition","Aabs Psprlat","-eze-			‘look at’","infrequent",949,"very small (<5 verbs)","perception"
1542,"look_for","Malch_pursuit","Aabs Pcont","-eq’irdo:-		‘rummage in’
urɣezi -iq-		‘think about’","infrequent",950,,"persuit"
1542,"think","Malch_perception_cognition","Aabs Pcont","-eq’irdo:-		‘rummage in’
urɣezi -iq-		‘think about’","infrequent",950,,"cognition"
1542,"meet","Malch_contact","Aabs Paloc(lat)","kezi -iq- ‘meet’","infrequent",951,"very small (<5 verbs)","social_interaction"
1542,"come_in","Malch_motion","Aabs Pdat","c’ox-				‘enter, fall on/in’
muk’ur -iq-		‘approve, subordinate’
-egwe-		‘lose’
-eʡži-			‘win’","infrequent",952,"very small (<5 verbs)","motion"
1542,"approve","Malch_emotion","Aabs Pdat","c’ox-				‘enter, fall on/in’
muk’ur -iq-		‘approve, subordinate’
-egwe-		‘lose’
-eʡži-			‘win’","infrequent",952,"very small (<5 verbs)","emotion"
1542,"lose","Malch_other","Aabs Pdat","c’ox-				‘enter, fall on/in’
muk’ur -iq-		‘approve, subordinate’
-egwe-		‘lose’
-eʡži-			‘win’","infrequent",952,"very small (<5 verbs)","fight"
1542,"defeat","Malch_effective_action","Aabs Pdat","c’ox-				‘enter, fall on/in’
muk’ur -iq-		‘approve, subordinate’
-egwe-		‘lose’
-eʡži-			‘win’","infrequent",952,"very small (<5 verbs)","fight"
1542,"forget","Malch_perception_cognition","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","cognition"
1542,"want","Malch_sensation","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","desideration"
1542,"know","Malch_perception_cognition","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","cognition"
1542,"hear","Malch_perception_cognition","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","perception"
1542,"see","Malch_perception_cognition","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","perception"
1542,"find","Malch_other","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","change_of_possession"
1542,"hate","Malch_emotion","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","emotion"
1542,"meet","Malch_contact","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","social_interaction"
1542,"seem","Malch_other","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","seem"
1542,"understand","Malch_perception_cognition","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","cognition"
1542,"get_to_know","Malch_other","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","social_interaction"
1542,"need","Malch_other","Adat Pabs","12 Experiencer verbs:
-ace-			‘hate’
-aši-			‘find, get’
bič’i -iq-		‘understand’
c’aɬ-				‘get to know’
-eq’i-			‘know’
-eti-			‘want’
-ike-			‘see’
kezi -iq-		‘meet’
šuƛ’e-			‘forget’
toq-			‘hear’
q’waraʡezi -iq-	‘need’
qeba:-			‘seem’","frequent",953,"medium (<20 verbs)","necessity"
1542,"say","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","communication"
1542,"touch","Malch_contact","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","touch"
1542,"ask","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","communication"
1542,"order","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","communication"
1542,"give","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","change_of_possession"
1542,"teach","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","communication"
1542,"show","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","communication"
1542,"paint","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","put_pour_spray_load_fill"
1542,"call_smb_smth","Malch_other","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","name"
1542,"attach","Malch_contact","Aerg Gatess Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",955,"medium (<20 verbs)","combine_attach"
1542,"say","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","communication"
1542,"touch","Malch_contact","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","touch"
1542,"ask","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","communication"
1542,"order","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","communication"
1542,"give","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","change_of_possession"
1542,"teach","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","communication"
1542,"show","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","communication"
1542,"call_smb_smth","Malch_other","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","name"
1542,"attach","Malch_contact","Aerg Gatlat Tabs","neƛ-			‘give’
toƛ-			‘give’ [sic]
-iker-			‘show’
-ece-			‘tie to’
qaƛe-			‘call’
eƛi-			‘say, speak’
moɬe-			‘teach’
ese-			‘tell’
eser-			‘ask’
amru/prikaz -u:-	‘command’
-ati-			‘touch with’
			…","frequent",956,"medium (<20 verbs)","combine_attach"
