"LID","Language","Stock","LowestSubBranch","MajorBranch","QuasiStock","SubBranch","LanguageAlternativeNames","Genesis","Longitude","Latitude","NearProtoHomeland","Modality","LocalRegion","SubSubBranch","StockAlternativeName","StockAllNames","LanguageAllNames","Subsistence","ISO639.3","Glottocode.2014","Glottocode","OriginContinent","Continent","Area","Macrocontinent"
2076,"Mising","Sino-Tibetan",,"Tani",,"Eastern Tani","Mising","regular",94.83,28.5,"FALSE","spoken","Himalaya",,,,"Mising, Mising",,"mrg","misi1242","misi1242","Eurasia","S/SE Asia","Indic","Eurasia"
2077,"Chin (Mara)","Sino-Tibetan",,"Kukish (Mizo-Kuki-Chin)",,"Central Chin","Chin (Mara)","regular",93.17,23,"FALSE","spoken",,,,,"Chin (Mara), Chin (Mara)",,"mrh","mara1382","mara1382","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2078,"Mari (Hill)","Uralic","Maric","Finno-Ugric","Indo-Uralic","Finno-Permian","Mari (Hill)","regular",58,57,"FALSE","spoken",,"Finno-Volgaic",,,"Mari (Hill), Mari (Hill)",,"mrj","west2392","west2392","Eurasia","N-C Asia","Inner Asia","Eurasia"
2079,"Cheke Holo","Austronesian","Meso-Melanesian linkage","Malayo-Polynesian",,"Oceanic","Cheke Holo, A’ara, Holo, Kubonitu","regular",159.67,-8.33,"FALSE","spoken",,"Western Oceanic linkage",,,"Cheke Holo, Cheke Holo, A’ara, Holo, Kubonitu",,"mrn","chek1238","chek1238","Eurasia","NG and Oceania","Oceania","Pacific"
2080,"Marquesan","Austronesian","Eastern Fijian-Polynesian linkage","Malayo-Polynesian",,"Oceanic","Marquesan","regular",-140.08,-8.92,"FALSE","spoken",,"Central Pacific",,,"Marquesan, Marquesan",,"mrq","nort2845","nort2845","Eurasia","NG and Oceania","Oceania","Pacific"
2081,"Marathi","Indo-European",,"Indo-Iranian","Indo-Uralic","Indo-Aryan","Marathi","regular",76,19,"FALSE","spoken",,"Southwestern Indo-Aryan",,,"Marathi, Marathi",,"mar","mara1378","mara1378","Eurasia","S/SE Asia","Indic","Eurasia"
2082,"Masalit","Maban",,,,,"Masalit","regular",22,13.33,"FALSE","spoken",,,,"Maban","Masalit, Masalit",,"mls","nucl1440","nucl1440","Africa","Africa","African Savannah","Africa"
2083,"Ma","Adamawa-Ubangi",,,"Niger-Congo",,"Ma","regular",28,3.5,"FALSE","spoken",,,,"Adamawa-Ubangi","Ma, Ma",,"msj","made1252","made1252","Africa","Africa","S Africa","Africa"
2084,"Mombum","Mombum",,,,,"Mombum","regular",138.75,-8.25,"FALSE","spoken",,,,"Mombum","Mombum, Mombum",,"mso","nucl1452","nucl1452","Pacific","NG and Oceania","S New Guinea","Pacific"
2085,"Makassar","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Makassar, Makassarese","regular",119.58,-5.42,"FALSE","spoken",,"South Sulawesi",,,"Makassar, Makassar, Makassarese",,"mak","maka1311","maka1311","Eurasia","NG and Oceania","Oceania","Pacific"
2086,"Musom","Austronesian","North New Guinea linkage","Malayo-Polynesian",,"Oceanic","Musom","regular",147,-6.58,"FALSE","spoken",,"Western Oceanic linkage",,,"Musom, Musom",,"msu","muso1238","muso1238","Eurasia","NG and Oceania","N Coast New Guinea","Pacific"
2087,"Mikarew","Lower Sepik - Ramu",,"Lower Ramu","Torricelli-Lower Sepik","Mikarew-Kire (MK)","Mikarew","regular",144.92,-4.42,"FALSE","spoken",,,,,"Mikarew, Mikarew","agricultural/pastoral","msy","arua1260","arua1260","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2088,"Mono-Alu","Austronesian","Meso-Melanesian linkage","Malayo-Polynesian",,"Oceanic","Mono-Alu","regular",155.75,-7.05,"FALSE","spoken",,"Western Oceanic linkage",,,"Mono-Alu, Mono-Alu",,"mte","mono1273","mono1273","Eurasia","NG and Oceania","Oceania","Pacific"
2089,"Murik","Lower Sepik - Ramu",,"Lower Sepik","Torricelli-Lower Sepik","Murik-Kopar","Murik","regular",144.25,-3.83,"FALSE","spoken",,,,,"Murik, Murik","hunting/fishing/foraging","mtf","muri1260","muri1260","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2090,"Mbe'","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Mbe'","regular",11.08,6.28,"FALSE","spoken",,,,,"Mbe', Mbe'",,"mtk","mbee1250","mbee1250","Africa","Africa","African Savannah","Africa"
2091,"Mixe (Totontepec)","Mixe-Zoque",,,,,"Mixe (Totontepec)","regular",-96,17.25,"FALSE","spoken",,,,"Mixe-Zoque","Mixe (Totontepec), Mixe (Totontepec)",,"mto","toto1305","toto1305","North America","C America","Mesoamerica","Americas"
2092,"Muong","Austroasiatic",,"Eastern Mon-Khmer",,"Viet-Muong","Muong","regular",105.08,20.5,"TRUE","spoken",,"Muongic",,,"Muong, Muong",,"mtq","muon1246","muon1246","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2093,"Mundang","Adamawa-Ubangi",,,"Niger-Congo",,"Mundang","regular",14.5,9.67,"FALSE","spoken",,,,"Adamawa-Ubangi","Mundang, Mundang",,"mua","mund1325","mund1325","Africa","Africa","African Savannah","Africa"
2094,"Musgu","Chadic",,"Biu-Mandara (Central Chadic)","Afroasiatic",,"Musgu","regular",14.92,10.83,"FALSE","spoken",,,,,"Musgu, Musgu",,"mug","musg1254","musg1254","Africa","Africa","African Savannah","Africa"
2095,"Mündü","Adamawa-Ubangi",,,"Niger-Congo",,"Mündü","regular",30,4.5,"FALSE","spoken",,,,"Adamawa-Ubangi","Mündü, Mündü",,"muh","mund1326","mund1326","Africa","Africa","African Savannah","Africa"
2096,"Mumuye","Adamawa-Ubangi",,,"Niger-Congo",,"Mumuye","regular",11.67,9,"FALSE","spoken",,,,"Adamawa-Ubangi","Mumuye, Mumuye",,"mzm","nucl1240","nucl1240","Africa","Africa","African Savannah","Africa"
2097,"Mundani","Benue-Congo",,"Bantoid","Niger-Congo","Grassfields Bantu","Mundani","regular",9.92,5.67,"FALSE","spoken",,,,,"Mundani, Mundani",,"mnf","mund1327","mund1327","Africa","Africa","African Savannah","Africa"
2098,"Mursi","Surmic",,,"Eastern Sudanic",,"Mursi","regular",36.08,5.58,"FALSE","spoken",,,,"Surmic","Mursi, Mursi",,"muz","murs1242","murs1242","Africa","Africa","Greater Abyssinia","Africa"
2099,"Manam","Austronesian","North New Guinea linkage","Malayo-Polynesian",,"Oceanic","Manam","regular",145,-4,"FALSE","spoken",,"Western Oceanic linkage",,,"Manam, Manam",,"mva","mana1295","mana1295","Eurasia","NG and Oceania","N Coast New Guinea","Pacific"
2100,"Mattole","Na-Dene",,"Athabaskan",,,"Mattole","regular",-124.17,40.17,"FALSE","spoken",,,,,"Mattole, Mattole","hunting/fishing/foraging","mvb","matt1238","matt1238","North America","W N America","California","Americas"
2101,"Mam","Mayan",,"Quichean-Mamean (Eastern Maya)",,"Mamean","Mam","regular",-91.83,15,"FALSE","spoken",,,,,"Mam, Mam",,"mam","mamm1241","mamm1241","North America","C America","Mesoamerica","Americas"
2102,"Ordos","Mongolic",,,"Altaic",,"Ordos","regular",109,39.36,"FALSE","spoken",,,"Mongolian","Mongolic, Mongolian","Ordos, Ordos",,"mvf","peri1253","peri1253","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2103,"Minaveha","Austronesian","Papuan Tip","Malayo-Polynesian",,"Oceanic","Minaveha, Kukuya","regular",150.47,-9.6,"FALSE","spoken",,"Western Oceanic linkage",,,"Minaveha, Minaveha, Kukuya",,"mvn","mina1269","mina1269","Eurasia","NG and Oceania","S New Guinea","Pacific"
2104,"Mudburra","Pama-Nyungan",,"Southwestern Pama-Nyungan","Macro-Pama-Nyungan","Ngumbin","Mudburra, Karranga, Mudbura, Pinkangama","regular",132.08,-17.33,"FALSE","spoken",,,,,"Mudburra, Mudburra, Karranga, Mudbura, Pinkangama","hunting/fishing/foraging","dmw","mudb1240","mudb1240","Australia","Australia","N Australia","Pacific"
2105,"Mwera","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Mwera","regular",39,-9,"FALSE","spoken",,,,,"Mwera, Mwera",,"mwe","mwer1248","mwer1248","Africa","Africa","S Africa","Africa"
2106,"Mentawai","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Mentawai","regular",99,-1.5,"FALSE","spoken",,,,,"Mentawai, Mentawai",,"mwv","ment1249","ment1249","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2107,"Miao (White)","Miao-Yao",,,,,"Hmong Daw, Bai Miao, Banded Arm Hmong, Hmong Dleu, Hmong Qua Mpa, Meo Do, Meo Kao, Mong Do, Mong Trang, Pe Miao, Peh Miao, Striped Arm Hmong, Striped Hmong, White Hmong, White Lum, White Meo","regular",105,26,"FALSE","spoken",,,"Hmong-Mien","Miao-Yao, Hmong-Mien","Miao (White), Hmong Daw, Bai Miao, Banded Arm Hmong, Hmong Dleu, Hmong Qua Mpa, Meo Do, Meo Kao, Mong Do, Mong Trang, Pe Miao, Peh Miao, Striped Arm Hmong, Striped Hmong, White Hmong, White Lum, White Meo",,"mww","hmon1333","hmon1333","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2108,"Miju","Sino-Tibetan",,"Mishmi",,,"Miju","regular",96,29,"FALSE","spoken","Himalaya",,,,"Miju, Miju",,"mxj","miju1243","miju1243","Eurasia","S/SE Asia","Indic","Eurasia"
2109,"Monumbo","Monumbo",,,"Torricelli-Lower Sepik",,"Monumbo","regular",145,-4.25,"FALSE","spoken",,,,"Monumbo","Monumbo, Monumbo",,"mxk","nucl1458","nucl1458","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2110,"Mixe (Tlahuitoltepec)","Mixe-Zoque",,,,,"Mixe (Tlahuitoltepec)","regular",-96.17,17.08,"FALSE","spoken",,,,"Mixe-Zoque","Mixe (Tlahuitoltepec), Mixe (Tlahuitoltepec)",,"mxp","tlah1239","tlah1239","North America","C America","Mesoamerica","Americas"
2111,"Mixtec (Jamiltepec)","Otomanguean",,"Mixtecan",,,"Mixtec (Jamiltepec)","regular",-97.83,16.25,"FALSE","spoken",,,,,"Mixtec (Jamiltepec), Mixtec (Jamiltepec)","agricultural/pastoral","mxt","jami1235","jami1235","North America","C America","Mesoamerica","Americas"
2112,"Mada (Cameroon)","Chadic",,"Biu-Mandara (Central Chadic)","Afroasiatic",,"Mada (Cameroon)","regular",14.17,10.83,"FALSE","spoken",,,,,"Mada (Cameroon), Mada (Cameroon)",,"mxu","mada1293","mada1293","Africa","Africa","African Savannah","Africa"
2113,"Mauka","Mande",,"West Mande","Macro-Niger-Congo",,"Mauka","regular",-7.5,8.33,"FALSE","spoken",,,,,"Mauka, Mauka",,"mxx","maho1249","maho1249","Africa","Africa","African Savannah","Africa"
2114,"Mambila","Benue-Congo",,"Bantoid","Niger-Congo",,"Mambila","regular",11.5,6.75,"FALSE","spoken",,,,,"Mambila, Mambila",,"mzk","nige1255","nige1255","Africa","Africa","African Savannah","Africa"
2115,"Mbay","Bongo-Bagirmi",,,"Central Sudanic",,"Mbay","regular",17.5,8.25,"FALSE","spoken",,,,"Bongo-Bagirmi","Mbay, Mbay",,"myb","mbay1241","mbay1241","Africa","Africa","African Savannah","Africa"
2116,"Mpongwe","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Mpongwe, Myene","regular",9.5,-1.25,"FALSE","spoken",,,,,"Mpongwe, Mpongwe, Myene",,"mye","myen1241","myen1241","Africa","Africa","S Africa","Africa"
2117,"Me'en","Surmic",,,"Eastern Sudanic",,"Me'en","regular",37,5,"FALSE","spoken",,,,"Surmic","Me'en, Me'en",,"mym","meen1242","meen1242","Africa","Africa","Greater Abyssinia","Africa"
2118,"Muna","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Muna","regular",122.5,-5,"FALSE","spoken",,,,,"Muna, Muna",,"mnb","muna1247","muna1247","Eurasia","NG and Oceania","Oceania","Pacific"
2119,"Mundurukú","Tupian",,,,,"Mundurukú, Caras-Pretas, Monjoroku, Mundurucu, Paiquize, Pari, Weidyenye","regular",-58,-7,"FALSE","spoken",,,,"Tupian","Mundurukú, Mundurukú, Caras-Pretas, Monjoroku, Mundurucu, Paiquize, Pari, Weidyenye","agricultural/pastoral","myu","mund1330","mund1330","South America","S America","NE South America","Americas"
2120,"Mordvin (Erzya)","Uralic","Finno-Saamic","Finno-Ugric","Indo-Uralic","Finno-Permian","Mordvin (Erzya)","regular",45.5,53,"FALSE","spoken",,"Finno-Volgaic",,,"Mordvin (Erzya), Mordvin (Erzya)",,"myv","erzy1239","erzy1239","Eurasia","N-C Asia","Inner Asia","Eurasia"
2121,"Muyuw","Austronesian","Papuan Tip","Malayo-Polynesian",,"Oceanic","Muyuw","regular",152.75,-9.08,"FALSE","spoken",,"Western Oceanic linkage",,,"Muyuw, Muyuw",,"myw","muyu1244","muyu1244","Eurasia","NG and Oceania","S New Guinea","Pacific"
2122,"Macuna","Tucánoan",,,,,"Macuna","regular",-70.17,-0.33,"FALSE","spoken",,,,"Tucánoan","Macuna, Macuna",,"myy","macu1260","macu1260","South America","S America","NE South America","Americas"
2123,"Berber (Mzab)","Berber","Berber",,"Afroasiatic",,"Berber (Mzab)","regular",3.5,32.5,"FALSE","spoken",,,,,"Berber (Mzab), Berber (Mzab)",,"mzb","tumz1238","tumz1238","Africa","Africa","N Africa","Africa"
2124,"Wichí","Matacoan",,,,,"Wichí, Mataco, Mataguayo, Weenhayek)","regular",-62.58,-22.5,"FALSE","spoken",,,"Mataco-Mataguayan, Mataguayan","Matacoan, Mataco-Mataguayan, Mataguayan","Wichí, Wichí, Mataco, Mataguayo, Weenhayek)","hunting/fishing/foraging","mzh","wich1264","wich1264","South America","S America","SE South America","Americas"
2125,"Marshallese","Austronesian",,"Malayo-Polynesian",,"Oceanic","Marshallese","regular",171.05,7.12,"FALSE","spoken",,"Micronesian",,,"Marshallese, Marshallese",,"mah","mars1254","mars1254","Eurasia","NG and Oceania","Oceania","Pacific"
2126,"Mazanderani","Indo-European",,"Indo-Iranian","Indo-Uralic","Iranian","Mazanderani","regular",52,36.5,"FALSE","spoken",,"Northwest Iranian",,,"Mazanderani, Mazanderani",,"mzn","maza1291","maza1291","Eurasia","W and SW Eurasia","Greater Mesopotamia","Eurasia"
2127,"Nabak","Finisterre-Huon",,"Huon",,"Western Huon","Nabak","regular",147,-6.42,"FALSE","spoken",,,,,"Nabak, Nabak",,"naf","naba1256","naba1256","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2128,"Naga Pidgin","Naga Pidgin",,,,,"Naga Pidgin","creole",94,25.67,"FALSE","spoken",,,,"Naga Pidgin","Naga Pidgin, Naga Pidgin",,"nag","naga1394","naga1394","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2129,"Nahuatl (Xalitla)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (Xalitla)","regular",-99.5,18,"FALSE","spoken",,,,,"Nahuatl (Xalitla), Nahuatl (Xalitla)",,"ngu","guer1241","guer1241","North America","C America","Mesoamerica","Americas"
2130,"Nahuatl (Huasteca)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (Huasteca)","regular",-99,22,"FALSE","spoken",,,,,"Nahuatl (Huasteca), Nahuatl (Huasteca)",,"nhw","west2624","west2624","North America","C America","Mesoamerica","Americas"
2131,"Nakanai","Austronesian","Meso-Melanesian linkage","Malayo-Polynesian",,"Oceanic","Nakanai","regular",150.58,-5.58,"FALSE","spoken",,"Western Oceanic linkage",,,"Nakanai, Nakanai",,"nak","naka1262","naka1262","Eurasia","NG and Oceania","N Coast New Guinea","Pacific"
2132,"Nalik","Austronesian","Meso-Melanesian linkage","Malayo-Polynesian",,"Oceanic","Nalik","regular",151.33,-2.95,"FALSE","spoken",,"Western Oceanic linkage",,,"Nalik, Nalik",,"nal","nali1244","nali1244","Eurasia","NG and Oceania","N Coast New Guinea","Pacific"
2133,"Ngankikurungkurr","Southern Daly",,,,,"Ngankikurungkurr","regular",130.5,-14,"FALSE","spoken",,,,"Southern Daly","Ngankikurungkurr, Ngankikurungkurr",,"nam","nang1259","nang1259","Australia","Australia","N Australia","Pacific"
2134,"Napu","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Napu","regular",120.42,-1.33,"FALSE","spoken",,,,,"Napu, Napu",,"npy","napu1241","napu1241","Eurasia","NG and Oceania","Oceania","Pacific"
2135,"Nahuatl (Mecayapan Isthmus)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (Mecayapan Isthmus)","regular",-94.83,18.25,"FALSE","spoken",,,,,"Nahuatl (Mecayapan Isthmus), Nahuatl (Mecayapan Isthmus)",,"nhx","isth1242","isth1242","North America","C America","Mesoamerica","Americas"
2136,"Ngarinyeri","Pama-Nyungan",,,"Macro-Pama-Nyungan",,"Ngarinyeri,","regular",140,-36,"FALSE","spoken",,,,"Pama-Nyungan","Ngarinyeri, Ngarinyeri,",,"nay","narr1259","narr1259","Australia","Australia","S Australia","Pacific"
2137,"Chang","Sino-Tibetan",,"Brahmaputran (Sal)",,"Konyak","Chang","regular",94.75,26.33,"FALSE","spoken",,"Chang",,,"Chang, Chang",,"nbc","chan1313","chan1313","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2138,"Naxi","Sino-Tibetan",,,,,,"regular",100,27.5,"FALSE","spoken",,,,"Sino-Tibetan","Naxi",,"nxq","naxi1245","naxi1245","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2139,"Naga (Mao)","Sino-Tibetan",,"Angami-Pochuri Group",,,"Naga (Mao)","regular",94.33,25.5,"FALSE","spoken",,,,,"Naga (Mao), Naga (Mao)","agricultural/pastoral","nbi","maon1238","maon1238","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2140,"Ngarinyman","Pama-Nyungan",,"Southwestern Pama-Nyungan","Macro-Pama-Nyungan","Ngumbin","Ngarinyman, Airiman, Hainman, Ngaiman, Ngrarmun","regular",130.5,-16.5,"FALSE","spoken",,,,,"Ngarinyman, Ngarinyman, Airiman, Hainman, Ngaiman, Ngrarmun","hunting/fishing/foraging","nbj","ngar1235","ngar1235","Australia","Australia","N Australia","Pacific"
2141,"Wangkumara","Pama-Nyungan",,"Karnic","Macro-Pama-Nyungan",,"Wangkumara","regular",143,-27.33,"FALSE","spoken",,,,,"Wangkumara, Wangkumara",,"nbx","ngur1261","ngur1261","Australia","Australia","S Australia","Pacific"
2142,"Nicobarese","Austroasiatic",,"Southern Mon-Khmer",,"Nicobaric","Nicobarese, Nicobarese (Southern), Nicobara","regular",93.83,7,"FALSE","spoken",,,,,"Nicobarese, Nicobarese, Nicobarese (Southern), Nicobara",,"nik","sout2689","sout2689","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2143,"Nagatman","Yale",,,,,"Nagatman","regular",141.5,-3.75,"FALSE","spoken",,,"Yalë","Yale, Yalë","Nagatman, Nagatman","agricultural/pastoral","nce","yale1246","yale1246","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2144,"Nahuatl (North Puebla)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (North Puebla)","regular",-98.25,20,"FALSE","spoken",,,,,"Nahuatl (North Puebla), Nahuatl (North Puebla)",,"ncj","nort2957","nort2957","North America","C America","Mesoamerica","Americas"
2145,"Nahuatl (Michoacan)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (Michoacan)","regular",-103,18.5,"FALSE","spoken",,,,,"Nahuatl (Michoacan), Nahuatl (Michoacan)",,"ncl","mich1245","mich1245","North America","C America","Mesoamerica","Americas"
2146,"Chumburung","Kwa",,"Potou-Tano","Niger-Congo",,"Chumburung","regular",0.25,7.75,"FALSE","spoken",,,,,"Chumburung, Chumburung",,"ncu","chum1261","chum1261","Africa","Africa","African Savannah","Africa"
2147,"Ndonga","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Ndonga","regular",17,-18,"FALSE","spoken",,,,,"Ndonga, Ndonga",,"ndo","ndon1254","ndon1254","Africa","Africa","S Africa","Africa"
2148,"Samba Leko","Adamawa-Ubangi",,,"Niger-Congo",,"Samba Leko","regular",12.5,8.5,"FALSE","spoken",,,,"Adamawa-Ubangi","Samba Leko, Samba Leko",,"ndi","samb1305","samb1305","Africa","Africa","African Savannah","Africa"
2149,"Mondunga","Adamawa-Ubangi",,,"Niger-Congo",,"Mondunga","regular",21.5,2.25,"FALSE","spoken",,,,"Adamawa-Ubangi","Mondunga, Mondunga",,"ndt","ndun1249","ndun1249","Africa","Africa","S Africa","Africa"
2150,"Ndut","North Atlantic",,,"Macro-Niger-Congo",,"Ndut","regular",-16.92,14.92,"FALSE","spoken",,,,"North Atlantic","Ndut, Ndut",,"ndv","ndut1239","ndut1239","Africa","Africa","African Savannah","Africa"
2151,"Ndogo","Adamawa-Ubangi",,,"Niger-Congo",,"Ndogo","regular",27,7.75,"FALSE","spoken",,,,"Adamawa-Ubangi","Ndogo, Ndogo",,"ndz","ndog1248","ndog1248","Africa","Africa","African Savannah","Africa"
2152,"Nelemwa","Austronesian","Southern Melanesian","Malayo-Polynesian",,"Oceanic","Nelemwa, Nêlêmwa","regular",164.08,-20.25,"FALSE","spoken",,"Southern Oceanic linkage",,,"Nelemwa, Nelemwa, Nêlêmwa",,"nee","kuma1276","kuma1276","Eurasia","NG and Oceania","Oceania","Pacific"
2153,"Negidal","Tungusic",,"Northern Tungusic","Altaic","Northwestern Tungusic","Negidal","regular",139,53,"FALSE","spoken",,,,,"Negidal, Negidal","hunting/fishing/foraging","neg","negi1245","negi1245","Eurasia","N-C Asia","N Coast Asia","Eurasia"
2154,"Ndebele (South Africa)","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Ndebele (South Africa)","regular",29,-25.33,"FALSE","spoken",,,,,"Ndebele (South Africa), Ndebele (South Africa)",,"nbl","sout2808","sout2808","Africa","Africa","S Africa","Africa"
2155,"Nengone","Austronesian","Southern Melanesian","Malayo-Polynesian",,"Oceanic","Nengone","regular",168,-21.5,"FALSE","spoken",,"Southern Oceanic linkage",,,"Nengone, Nengone",,"nen","neng1238","neng1238","Eurasia","NG and Oceania","Oceania","Pacific"
2156,"Nafaanra","Senufo",,,"Niger-Congo",,"Nafaanra","regular",-2.58,8,"FALSE","spoken",,,,"Senufo","Nafaanra, Nafaanra",,"nfr","nafa1258","nafa1258","Africa","Africa","African Savannah","Africa"
2157,"Ngbaka",,,,,,"Ngbaka, Ngbaka Minangende, Ngbaka Gbaya","regular",20,3.5,"FALSE","spoken",,,,"Adamawa-Ubangi","Ngbaka, Ngbaka, Ngbaka Minangende, Ngbaka Gbaya",,"nga","ngba1285","ngba1285","Africa","Africa","S Africa","Africa"
2158,"Ngombe","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Ngombe","regular",23,3,"FALSE","spoken",,,,,"Ngombe, Ngombe",,"ngc","ngom1268","ngom1268","Africa","Africa","S Africa","Africa"
2159,"Ngemba","Benue-Congo",,"Bantoid","Niger-Congo","Grassfields Bantu","Ngemba, Mundum","regular",10,6.2,"FALSE","spoken",,,,,"Ngemba, Ngemba, Mundum",,"nge","ngem1255","ngem1255","Africa","Africa","African Savannah","Africa"
2160,"Ngizim","Chadic","Bade","West Chadic","Afroasiatic","West - B (West Chadic)","Ngizim","regular",10.92,12.08,"FALSE","spoken",,,,,"Ngizim, Ngizim",,"ngi","ngiz1242","ngiz1242","Africa","Africa","African Savannah","Africa"
2161,"Ngalkbun","Gunwingguan",,,"Macro-Pama-Nyungan",,"Ngalkbun, Dalabon, Ngalkbon, Gundangbon, Ngalabon, Nalabon, Dangbon","regular",134.83,-13.5,"FALSE","spoken",,,,"Gunwingguan","Ngalkbun, Ngalkbun, Dalabon, Ngalkbon, Gundangbon, Ngalabon, Nalabon, Dangbon","hunting/fishing/foraging","ngk","ngal1292","ngal1292","Australia","Australia","N Australia","Pacific"
2162,"Londo","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Londo","regular",9.17,5,"FALSE","spoken",,,,,"Londo, Londo",,"bdu","orok1266","orok1266","Africa","Africa","African Savannah","Africa"
2163,"Ngoni","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Ngoni","regular",36,-11,"FALSE","spoken",,,,,"Ngoni, Ngoni",,"ngo","ngon1269","ngon1269","Africa","Africa","S Africa","Africa"
2164,"Yay","Tai-Kadai",,,,,"Yay","regular",104.75,22.42,"FALSE","spoken",,,,"Tai-Kadai","Yay, Yay",,"pcc","bouy1240","bouy1240","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2165,"Beng","Mande",,"East Mande","Macro-Niger-Congo",,"Beng","regular",-4.25,7.83,"FALSE","spoken",,,,,"Beng, Beng",,"nhb","beng1286","beng1286","Africa","Africa","African Savannah","Africa"
2166,"Nahuatl (Central)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (Central)","regular",-98.25,19,"FALSE","spoken",,,,,"Nahuatl (Central), Nahuatl (Central)",,"nhn","cent2132","cent2132","North America","C America","Mesoamerica","Americas"
2167,"Nahuatl (Pajapan)","Uto-Aztecan",,"Southern Uto-Aztecan",,"Aztecan","Nahuatl (Pajapan)","regular",-94.75,18.25,"FALSE","spoken",,,,,"Nahuatl (Pajapan), Nahuatl (Pajapan)",,"nhp","isth1241","isth1241","North America","C America","Mesoamerica","Americas"
2168,"Noni","Benue-Congo",,"Bantoid","Niger-Congo",,"Noni","regular",10.58,6.42,"FALSE","spoken",,,,,"Noni, Noni",,"nhu","noon1243","noon1243","Africa","Africa","African Savannah","Africa"
2169,"Ngandi","Gunwingguan",,"Ngandi-Nunggubuyu","Macro-Pama-Nyungan",,"Ngandi","regular",135,-13.83,"FALSE","spoken",,,,,"Ngandi, Ngandi","hunting/fishing/foraging","nid","ngan1295","ngan1295","Australia","Australia","N Australia","Pacific"
2170,"Lua","Adamawa-Ubangi",,,"Niger-Congo",,"Lua","regular",17.75,9.75,"FALSE","spoken",,,,"Adamawa-Ubangi","Lua, Lua",,"nie","niel1243","niel1243","Africa","Africa","African Savannah","Africa"
2171,"Nyiha","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Nyiha","regular",33,-10,"FALSE","spoken",,,,,"Nyiha, Nyiha",,"nih","nyih1240","nyih1240","Africa","Africa","S Africa","Africa"
2172,"Nganasan","Uralic",,"Samoyedic","Indo-Uralic","Northern Samoyedic","Tavgy Samoyed,Nganasan","regular",93,71,"FALSE","spoken",,,,,"Nganasan, Tavgy Samoyed,Nganasan","hunting/fishing/foraging","nio","ngan1291","ngan1291","Eurasia","N-C Asia","Inner Asia","Eurasia"
2173,"Nias","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Nias","regular",97.75,1,"FALSE","spoken",,,,,"Nias, Nias",,"nia","nias1242","nias1242","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2174,"Niuean","Austronesian","Eastern Fijian-Polynesian linkage","Malayo-Polynesian",,"Oceanic","Niuean","regular",-170.12,-19.05,"FALSE","spoken",,"Central Pacific",,,"Niuean, Niuean",,"niu","niue1239","niue1239","Eurasia","NG and Oceania","Oceania","Pacific"
2175,"Ningil","Torricelli",,"Wapei-Palei","Torricelli-Lower Sepik",,"Ningil","regular",142.25,-3.5,"FALSE","spoken",,,,,"Ningil, Ningil",,"niz","ning1273","ning1273","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
