"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"Synthesis","VInflCatMax.binned3","VInflCatMax.n","single aggregated entry per language","derived","data","categorical",3,292,292,"Number of categories expressed in maximally inflected verb form, excluding agreement ('inflection' as defined in Bickel & Nichols 2007 in Shopen, T. [ed.] Language Typology and Syntactic Description. CUP), binned into three equal-interval categories"
"Synthesis","VInflCatAndAgrMax.binned3","VInflCatAndAgrMax","single aggregated entry per language","derived","data","categorical",3,416,416,"Number of categories (including agreement) expressed in maximally inflected verb form ('inflection' as defined in Bickel & Nichols 2007 in Shopen, T. [ed.] Language Typology and Syntactic Description. CUP), binned into three equal-interval categories"
"Synthesis","VInflCatAndAgrFmtvMax.n","VInflCatandAgrFmtvMax.n","single aggregated entry per language","by hand","data","ratio",20,401,401,"Maximum number of inflectional formatives in verb forms"
"Synthesis","VInflCatFmtvMax.n","VInflCatFmtvMax.n","single aggregated entry per language","by hand","data","ratio",19,292,292,"Maximum number of inflectional formatives in verb forms, excluding agreement markers"
"Synthesis","VInflCatandAgrFmtvMax.binned3","VInflCatandAgrFmtvMax.n","single aggregated entry per language","by hand","data","categorical",3,401,401,"Maximum number of inflectional formatives in verb forms, binned into three categories"
"Synthesis","VAnyIncorporation.Presence","VAnyIncorporation.Presence","single aggregated entry per language","derived","data","logical",2,449,449,"Any kind of incorporation (verb, noun, etc.)"
"Synthesis","VInflExponence","VInflExponence","single aggregated entry per language","derived","data","categorical",3,401,401,"Overall type of exponence in verbal inflection, determined by comparing the number of formatives and the number of categories they express  (inflection defined as in Bickel & Nichols 2007 in Shopen, T. [ed.] Language Typology and Syntactic Description. CUP)"
"Synthesis","VNounIncorporation.Presence","VNounIncorporation.Presence","single aggregated entry per language","derived","data","logical",2,110,110,"Noun incorporation"
"Synthesis","VPhonCoherence.Presence","VPhonCoherence.Presence","single aggregated entry per language","by hand","data","logical",2,141,141,"Segmental coherence of verb forms"
"Synthesis","VAgrAllPre.Presence","VAgrAllPre.Presence","single aggregated entry per language","derived","data","logical",2,341,341,"All agreement marked as prefixes"
"Synthesis","VAgrAnyPre.Presence","VAgrAnyPre.Presence","single aggregated entry per language","derived","data","logical",2,341,341,"Any agreement marked as prefixes"
"Synthesis","VProsCoherence.Presence","VProsCoherence.Presence","single aggregated entry per language","by hand","data","logical",2,170,170,"Suprasegmental coherence of verb forms"
"Synthesis","VAgrRoles","VAgrRoles","single aggregated entry per language","derived","data","categorical",31,449,359,"Roles covered by agreement markers"
"Synthesis","VInflMax.n","VInflMax.n","single aggregated entry per language","derived","data","ratio",31,401,401,"Synthesis degree (sum of formatives, categories and agreement markers in the maximally inflected verb form)"
"Synthesis","VSynCoherence.Presence","VSynCoherence.Presence","single aggregated entry per language","by hand","data","logical",2,180,180,"Syntactic coherence of word (as opposed to separable particles, preverbs etc.)"
"Synthesis","VInflMax.binned3","VInflMax.n","single aggregated entry per language","derived","data","categorical",3,401,401,"Synthesis degree (sum of formatives, categories and agreement markers in the maximally inflected verb form), binned into three equal-interval categories"
"Synthesis","VIncorporationVorN.Presence","VIncorporationVorN.Presence","single aggregated entry per language","derived","data","logical",2,110,110,"Verb or noun incorporation"
"Synthesis","VIncorporationV.Presence","VIncorporationV.Presence","single aggregated entry per language","derived","data","logical",2,110,110,"Verb incorporation"
"VAgr_multiexponence","VAgrA.Pre.Presence","VAgrA.Pre.Presence","single aggregated entry per language","derived","data","logical",2,311,311,"Presence of multiple (distributed, simultaneous) exponence of macrorole ""A"""
"VAgr_multiexponence","VAgrP.Pre.Presence","VAgrP.Pre.Presence","single aggregated entry per language","derived","data","logical",2,228,228,"Presence of multiple (distributed, simultaneous) exponence of macrorole ""P"""
"VAgr_multiexponence","VAgrPOSS.Pre.Presence","VAgrPOSS.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of macrorole ""POSS"" (i.e. the verb agrees with the possessor of a dependent)"
"VAgr_position","VAgrA.Position","VAgrA.Position","single aggregated entry per language","derived","data","categorical",15,317,315,"Position of markers of macrorole ""A'"
"VAgr_position","VAgrP.Position","VAgrP.Position","single aggregated entry per language","derived","data","categorical",14,237,230,"Position of markers of macrorole ""P'"
"VAgr_position","VAgrPOSS.Position","VAgrPOSS.Position","single aggregated entry per language","derived","data","categorical",3,4,4,"Position of markers of macrorole ""POSS' (i.e. the verb agrees with the possessor of a dependent)"
"VAgr_position4","VAgrA.Position.binned4","VAgrA.Position.binned4","single aggregated entry per language","derived","data","categorical",4,313,311,"Position of markers of macrorole ""A'"
"VAgr_position4","VAgrP.Position.binned4","VAgrP.Position.binned4","single aggregated entry per language","derived","data","categorical",4,235,228,"Position of markers of macrorole ""P'"
"VAgr_position4","VAgrPOSS.Position.binned4","VAgrPOSS.Position.binned4","single aggregated entry per language","derived","data","categorical",3,4,4,"Position of markers of macrorole ""POSS' (i.e. the verb agrees with the possessor of a dependent)"
"VAgr_position5","VAgrA.Position.binned5","VAgrA.Position.binned5","single aggregated entry per language","derived","data","categorical",5,313,311,"Position of markers of macrorole ""A'"
"VAgr_position5","VAgrP.Position.binned5","VAgrP.Position.binned5","single aggregated entry per language","derived","data","categorical",4,235,228,"Position of markers of macrorole ""P'"
"VAgr_position5","VAgrPOSS.Position.binned5","VAgrPOSS.Position.binned5","single aggregated entry per language","derived","data","categorical",3,4,4,"Position of markers of macrorole ""POSS' (i.e. the verb agrees with the possessor of a dependent)"
"VAgr_postposed","VAgrA.Post.Presence","VAgrA.Post.Presence","single aggregated entry per language","derived","data","logical",2,312,310,"Presence of markers of macrorole ""A"" after the stem"
"VAgr_postposed","VAgrP.Post.Presence","VAgrP.Post.Presence","single aggregated entry per language","derived","data","logical",2,230,224,"Presence of markers of macrorole ""P"" after the stem"
"VAgr_postposed","VAgrPOSS.Post.Presence","VAgrPOSS.Post.Presence","single aggregated entry per language","derived","data","logical",2,4,4,"Presence of markers of macrorole ""POSS"" after the stem (i.e. the verb agrees with the possessor of a dependent)"
"VAgr_preposed","VAgrA.Pre.Presence","VAgrA.Pre.Presence","single aggregated entry per language","derived","data","logical",2,313,311,"Presence of markers of macrorole ""A"" before the stem"
"VAgr_preposed","VAgrP.Pre.Presence","VAgrP.Pre.Presence","single aggregated entry per language","derived","data","logical",2,235,228,"Presence of markers of macrorole ""P"" before the stem"
"VAgr_preposed","VAgrPOSS.Pre.Presence","VAgrPOSS.Pre.Presence","single aggregated entry per language","derived","data","logical",2,4,4,"Presence of markers of macrorole ""POSS"" before the stem (i.e. the verb agrees with the possessor of a dependent)"
"VAgreement","VAgrA.Presence","VAgrA.Presence","single aggregated entry per language","derived","data","logical",2,338,338,"Agreement or cross-reference (loosely defined) with macrorole ""A"" in the verb"
"VAgreement","VAgrP.Presence","VAgrP.Presence","single aggregated entry per language","derived","data","logical",2,311,311,"Agreement or cross-reference (loosely defined) with macrorole ""P"" in the verb"
"VAgreement","VAgrPOSS.Presence","VAgrPOSS.Presence","single aggregated entry per language","derived","data","logical",2,184,184,"Agreement or cross-reference (loosely defined) with macrorole ""POSS"" in the verb (i.e. the verb agrees with the possessor of a dependent)"
"Valence_classes","IndividualPredicateMeaning","IndividualPredicateMeaning","multiple entries per language","by hand","details","categorical",547,3410,218,"Rough translation of the verb in a given valence class"
"Valence_classes","PredicateSemanticMalchukovClass","PredicateSemanticMalchukovClass","multiple entries per language","by hand","data","categorical",8,3401,218,"Semantic category of the verb in a given valence class, based on Malchukov's taxonomy of semantic classes (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes","ValClassLabel","ValClassLabel","multiple entries per language","by hand","register","categorical",568,3415,218,"Descriptive label of the valence class"
"Valence_classes","ValClassDescription","ValClassDescription","multiple entries per language","by hand","details","categorical",841,3366,211,"Description of the valence class"
"Valence_classes","ValClassDiscourseFreq","ValClassDiscourseFreq","multiple entries per language","by hand","data","categorical",4,2953,187,"A rough estimate of the token frequency class of the predicate class"
"Valence_classes","ValClassID","ValClassID","multiple entries per language","by hand","register","count",925,3415,218,"Numerical ID of the valence class"
"Valence_classes","ValClassSize","ValClassSize","multiple entries per language","by hand","data","categorical",5,2674,155,"A rough estimate of the lexical size of the valence class"
"Valence_classes","PredicateSemanticClass","PredicateSemanticClass","multiple entries per language","by hand","data","categorical",60,3338,208,"Semantic category of the verb in a given valence class"
"Valence_classes_per_language","ValClassesWithVerbsOfType.ability.Presence","ValClassesWithVerbsOfType.ability.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""ability"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.achieve.Presence","ValClassesWithVerbsOfType.achieve.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""achieve"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.activity.Presence","ValClassesWithVerbsOfType.activity.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""activity"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.appearance_disappearance.Presence","ValClassesWithVerbsOfType.appearance_disappearance.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""appearance_disappearance"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.aspectual.Presence","ValClassesWithVerbsOfType.aspectual.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""aspectual"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.assuming_position.Presence","ValClassesWithVerbsOfType.assuming_position.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""assuming_position"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.attempt.Presence","ValClassesWithVerbsOfType.attempt.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""attempt"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.bodily_emission.Presence","ValClassesWithVerbsOfType.bodily_emission.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""bodily_emission"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.caused_motion.Presence","ValClassesWithVerbsOfType.caused_motion.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""caused_motion"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.change_of_possession.Presence","ValClassesWithVerbsOfType.change_of_possession.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""change_of_possession"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.change_of_state.Presence","ValClassesWithVerbsOfType.change_of_state.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""change_of_state"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.cognition.Presence","ValClassesWithVerbsOfType.cognition.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""cognition"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.combine_attach.Presence","ValClassesWithVerbsOfType.combine_attach.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""combine_attach"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.communication.Presence","ValClassesWithVerbsOfType.communication.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""communication"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.creation_transformation.Presence","ValClassesWithVerbsOfType.creation_transformation.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""creation_transformation"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.desideration.Presence","ValClassesWithVerbsOfType.desideration.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""desideration"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.destroy.Presence","ValClassesWithVerbsOfType.destroy.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""destroy"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.diseases_and_bodily_states.Presence","ValClassesWithVerbsOfType.diseases_and_bodily_states.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""diseases_and_bodily_states"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.emotion.Presence","ValClassesWithVerbsOfType.emotion.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""emotion"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.existence.Presence","ValClassesWithVerbsOfType.existence.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""existence"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.fail.Presence","ValClassesWithVerbsOfType.fail.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""fail"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.fight.Presence","ValClassesWithVerbsOfType.fight.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""fight"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.grooming.Presence","ValClassesWithVerbsOfType.grooming.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""grooming"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.happening.Presence","ValClassesWithVerbsOfType.happening.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""happening"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.help.Presence","ValClassesWithVerbsOfType.help.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""help"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.hide.Presence","ValClassesWithVerbsOfType.hide.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""hide"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.hit.Presence","ValClassesWithVerbsOfType.hit.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""hit"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.hold_keep.Presence","ValClassesWithVerbsOfType.hold_keep.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""hold_keep"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.hurt.Presence","ValClassesWithVerbsOfType.hurt.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""hurt"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.influence_cause.Presence","ValClassesWithVerbsOfType.influence_cause.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""influence_cause"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.ingestion.Presence","ValClassesWithVerbsOfType.ingestion.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""ingestion"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.judge.Presence","ValClassesWithVerbsOfType.judge.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""judge"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.kill.Presence","ValClassesWithVerbsOfType.kill.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""kill"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.lose.Presence","ValClassesWithVerbsOfType.lose.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""lose"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.laugh_wink.Presence","ValClassesWithVerbsOfType.laugh_wink.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""laugh_wink"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_contact.Presence","ValClassesWithVerbsOfType.M_contact.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""contact"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_effective_action.Presence","ValClassesWithVerbsOfType.M_effective_action.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""effective_action"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_emotion.Presence","ValClassesWithVerbsOfType.M_emotion.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""emotion"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_motion.Presence","ValClassesWithVerbsOfType.M_motion.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""motion"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_other.Presence","ValClassesWithVerbsOfType.M_other.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""other"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_perception_cognition.Presence","ValClassesWithVerbsOfType.M_perception_cognition.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""perception_cognition"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_pursuit.Presence","ValClassesWithVerbsOfType.M_pursuit.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""pursuit"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.M_sensation.Presence","ValClassesWithVerbsOfType.M_sensation.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""sensation"" in Malchukov's taxonomy (Malchukov, A., 2005, Case pattern splits, verb types and construction competition In: Amberber, M. & H. de Hoop [eds], Competition and variation in natural languages: the case for case. Amsterdam: Elsevier)"
"Valence_classes_per_language","ValClassesWithVerbsOfType.measure.Presence","ValClassesWithVerbsOfType.measure.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""measure"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.modality.Presence","ValClassesWithVerbsOfType.modality.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""modality"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.motion.Presence","ValClassesWithVerbsOfType.motion.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""motion"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.name.Presence","ValClassesWithVerbsOfType.name.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""name"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.necessity.Presence","ValClassesWithVerbsOfType.necessity.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""necessity"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.obligation.Presence","ValClassesWithVerbsOfType.obligation.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""obligation"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.perception.Presence","ValClassesWithVerbsOfType.perception.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""perception"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.persuit.Presence","ValClassesWithVerbsOfType.persuit.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""persuit"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.possession.Presence","ValClassesWithVerbsOfType.possession.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""possession"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.push_pull.Presence","ValClassesWithVerbsOfType.push_pull.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""push_pull"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.put_pour_spray_load_fill.Presence","ValClassesWithVerbsOfType.put_pour_spray_load_fill.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""put_pour_spray_load_fill"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.quality.Presence","ValClassesWithVerbsOfType.quality.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""quality"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.remove_wipe_clear.Presence","ValClassesWithVerbsOfType.remove_wipe_clear.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""remove_wipe_clear"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.scent_emission.Presence","ValClassesWithVerbsOfType.scent_emission.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""scent_emission"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.seem.Presence","ValClassesWithVerbsOfType.seem.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""seem"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.send_carry_bring_take.Presence","ValClassesWithVerbsOfType.send_carry_bring_take.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""send_carry_bring_take"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.sensation.Presence","ValClassesWithVerbsOfType.sensation.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""sensation"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.separate_disassemble.Presence","ValClassesWithVerbsOfType.separate_disassemble.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""separate_disassemble"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.sleep.Presence","ValClassesWithVerbsOfType.sleep.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""sleep"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.social_interaction.Presence","ValClassesWithVerbsOfType.social_interaction.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""social_interaction"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.sound_emission.Presence","ValClassesWithVerbsOfType.sound_emission.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""sound_emission"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.spatial_position.Presence","ValClassesWithVerbsOfType.spatial_position.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""spatial_position"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.spread_apply.Presence","ValClassesWithVerbsOfType.spread_apply.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""spread_apply"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.touch.Presence","ValClassesWithVerbsOfType.touch.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""touch"""
"Valence_classes_per_language","ValClassesWithVerbsOfType.use.Presence","ValClassesWithVerbsOfType.use.Presence","single entry per language","derived","data","logical",2,208,208,"Presence of valence class(es) that include verbs of type ""use"""
"VInfl_cat_multiexponence","VInflAktionsart.Pre.Presence","VInflAktionsart.Pre.Presence","single aggregated entry per language","derived","data","logical",1,38,38,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Aktionsart"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflApplicative.Pre.Presence","VInflApplicative.Pre.Presence","single aggregated entry per language","derived","data","logical",1,23,23,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Applicative"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflAspect.Pre.Presence","VInflAspect.Pre.Presence","single aggregated entry per language","derived","data","logical",2,130,130,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Aspect"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflCausative.Pre.Presence","VInflCausative.Pre.Presence","single aggregated entry per language","derived","data","logical",1,65,65,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Causative"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflClassifier.Pre.Presence","VInflClassifier.Pre.Presence","single aggregated entry per language","derived","data","logical",1,2,2,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Classifier"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflConnective.Pre.Presence","VInflConnective.Pre.Presence","single aggregated entry per language","derived","data","logical",1,12,12,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Connective"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflConstruct.Pre.Presence","VInflConstruct.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Construct"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflControl.Pre.Presence","VInflControl.Pre.Presence","single aggregated entry per language","derived","data","logical",1,2,2,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Control"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflDeixis.Pre.Presence","VInflDeixis.Pre.Presence","single aggregated entry per language","derived","data","logical",1,47,47,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Deixis"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflVoice.Pre.Presence","VInflVoice.Pre.Presence","single aggregated entry per language","derived","data","logical",1,78,78,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Voice"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_cat_multiexponence","VInflFocus.Pre.Presence","VInflFocus.Pre.Presence","single aggregated entry per language","derived","data","logical",1,12,12,"Presence of multiple (distributed, simultaneous) exponence of separately marked ""Focus"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
